district,school_name,project_#,description,fy_constr_start,total
26,P.S. 41 - Queens,DSF0000700144,State of Good Repair - System Replacements - Parapets,2011,542007
26,P.S. 46 - Queens,DSF0000700213,State of Good Repair - Building Upgrade - Interior Spaces,2011,487747
26,P.S. 46 - Queens,DSF0000721495,State of Good Repair - System Replacements - Exterior Masonry,2013,524849
26,P.S. 46 - Queens,DSF0000721502,State of Good Repair - System Replacements - Auditorium Upgrade,2012,1086767
26,J.H.S. 67 - Queens,DSF0000687234,State of Good Repair - System Replacements - Kitchen Areas,2010,60769
26,P.S. 94 - Queens,DSF0000722196,State of Good Repair - Building Upgrade - Flood Elimination,2013,1180844
26,P.S. 94 - Queens,DSF0000722198,State of Good Repair - System Replacements - Exterior Masonry,2013,3735620
26,P.S. 94 - Queens,DSF0000789087,State of Good Repair - System Replacements - Roofs,2013,1675185
26,P.S. 98 - Queens,DSF0000743559,State of Good Repair - System Replacements - Auditorium Upgrade,2014,1455767
26,P.S. 98 - Queens,DSF0000775651,State of Good Repair - System Replacements - Domestic Piping,2014,657372
26,THE JAMES J. AMBROSE SCHOOL - Queens,DSF0000677747,State of Good Repair - System Replacements - Electrical Systems,2010,970425
26,THE JAMES J. AMBROSE SCHOOL - Queens,DSF0000743792,State of Good Repair - System Replacements - Exterior Masonry,2013,1377784
26,J.H.S. 172 - Queens,DSF0000731555,State of Good Repair - System Replacements - Electrical Systems,2013,1246607
26,P.S. 173 - Queens,DSF0000678706,State of Good Repair - Building Upgrade - Flood Elimination,2010,1566764
26,P.S. 186 - Queens,DSF0000702322,State of Good Repair - Building Upgrade - Flood Elimination,2011,1346084
26,P.S. 186 - Queens,DSF0000702325,State of Good Repair - System Replacements - Electrical Systems,2011,566550
26,P.S. 186 - Queens,DSF0000710096,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2011,963479
26,P.S. 188 - Queens,DSF0000678956,State of Good Repair - System Replacements - Electrical Systems,2010,772056
26,P.S. 191 - Queens,DSF0000731125,State of Good Repair - System Replacements - Windows,2013,679564
26,P.S. 203 - Queens,DSF0000679250,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2010,979207
26,P.S. 205 - Queens,DSF0000753126,State of Good Repair - System Replacements - Domestic Piping,2014,1006164
26,P.S. 213 - Queens,DSF0000745376,State of Good Repair - System Replacements - Exterior Masonry,2014,1431538
26,P.S. 213 - Queens,DSF0000745377,State of Good Repair - System Replacements - Electrical Systems,2014,724963
26,P.S. 213 - Queens,DSF0000752895,State of Good Repair - System Replacements - Roofs,2014,2357193
26,P.S. 213 - Queens,DSF0000754511,State of Good Repair - System Replacements - Parapets,2014,682861
26,J.H.S. 216 - Queens,DSF0000411018,State of Good Repair - System Replacements - Paved Area-Concrete,2012,916048
26,J.H.S. 216 - Queens,DSF0000702801,State of Good Repair - Building Upgrade - Flood Elimination,2012,798806
27,P.S. 43 - Queens,DSF0000710037,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2011,3758607
27,P.S. 45 - Queens,DSF0000408946,State of Good Repair - Building Upgrade - Flood Elimination,2010,529320
27,P.S. 45 - Queens,DSF0000425783,State of Good Repair - System Replacements - Paved Area-Blacktop,2010,1024908
27,P.S. 45 - Queens,DSF0000622408,State of Good Repair - System Replacements - Parapets,2010,182931
27,P.S. 45 - Queens,DSF0000622409,State of Good Repair - System Replacements - Exterior Masonry,2010,458382
27,P.S. 45 - Queens,DSF0000622426,State of Good Repair - Rehabilitation of Physical Education Facilities - Playground,2010,548122
27,P.S. 47 - Queens,DSF0000721511,State of Good Repair - System Replacements - Windows,2012,1363809
27,P.S. 47 - Queens,DSF0000721512,State of Good Repair - System Replacements - Exterior Masonry,2012,224890
27,P.S. 47 - Queens,DSF0000731451,State of Good Repair - System Replacements - Roofs,2012,464321
27,P.S. 51 (ECC) - Queens,DSF0000676761,State of Good Repair - System Replacements - Exterior Masonry,2012,1794182
27,I.S. 53 - Queens,DSF0000611213,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2010,1294534
27,P.S. 56 (OLD R HILL AX) - Queens,DSF0000753122,State of Good Repair - System Replacements - Domestic Piping,2014,1065508
27,P.S. 62 - Queens,DSF0000688363,State of Good Repair - Rehabilitation of Physical Education Facilities - Playground,2010,670393
27,P.S. 64 - Queens,DSF0000688414,State of Good Repair - System Replacements - Parapets,2010,1851656
27,P.S. 64 - Queens,SCA0000005968,State of Good Repair - System Replacements - Exterior Masonry,2010,1447819
27,P.S. 66 - Queens,DSF0000676964,State of Good Repair - Building Upgrade - Flood Elimination,2011,817023
27,P.S. 66 - Queens,DSF0000676966,State of Good Repair - System Replacements - Electrical Systems,2010,781564
27,P.S. 66 - Queens,DSF0000700458,State of Good Repair - System Replacements - Exterior Masonry,2011,607996
27,P.S. 66 - Queens,DSF0000710260,State of Good Repair - System Replacements - Parapets,2011,315068
27,P.S. 66 - Queens,DSF0000775648,State of Good Repair - System Replacements - Domestic Piping,2014,701545
27,P.S. 90 - Queens,DSF0000677357,State of Good Repair - System Replacements - Exterior Masonry,2011,4274248
27,P.S. 90 - Queens,DSF0000700837,State of Good Repair - System Replacements - Parapets,2011,934599
27,P.S. 90 - Queens,DSF0000700839,State of Good Repair - System Replacements - Electrical Systems,2011,982939
27,P.S. 96 - Queens,DSF0000677448,State of Good Repair - Building Upgrade - Flood Elimination,2010,145389
27,P.S. 96 - Queens,DSF0000677449,State of Good Repair - System Replacements - Parapets,2010,173096
27,P.S. 96 - Queens,DSF0000677450,State of Good Repair - System Replacements - Windows,2010,2565752
27,P.S. 96 - Queens,DSF0000677451,State of Good Repair - System Replacements - Exterior Masonry,2010,377425
27,P.S. 97 - Queens,DSF0000722247,State of Good Repair - System Replacements - Parapets,2013,1308748
27,P.S. 97 - Queens,DSF0000722248,State of Good Repair - System Replacements - Exterior Masonry,2013,4137499
27,P.S. 97 - Queens,DSF0000722252,Safety and Security - Safety and Security - Safety Systems,2013,283012
27,P.S. 100 - Queens,DSF0000700991,State of Good Repair - Building Upgrade - Flood Elimination,2011,559396
27,P.S. 100 - Queens,DSF0000700993,State of Good Repair - System Replacements - Parapets,2011,1276473
27,P.S. 100 - Queens,DSF0000700994,State of Good Repair - System Replacements - Exterior Masonry,2011,2488440
27,P.S. 100 - Queens,DSF0000743582,State of Good Repair - Building Upgrade - Elevators and Escalators,2013,808183
27,P.S. 104 - Queens,DSF0000722333,State of Good Repair - System Replacements - Parapets,2012,1657333
27,P.S. 104 - Queens,DSF0000722334,State of Good Repair - System Replacements - Windows,2012,3130490
27,P.S. 104 - Queens,DSF0000722335,State of Good Repair - System Replacements - Exterior Masonry,2012,1487284
27,P.S. 104 - Queens,DSF0000722336,State of Good Repair - System Replacements - Electrical Systems,2012,562528
27,P.S. 105 - Queens,DSF0000611996,State of Good Repair - System Replacements - Windows,2010,3467036
27,P.S. 105 - Queens,DSF0000701064,State of Good Repair - System Replacements - Parapets,2012,340862
27,P.S. 105 - Queens,DSF0000777543,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2014,818930
27,P.S. 105 - Queens,SCA0000009367,State of Good Repair - System Replacements - Exterior Masonry,2012,1026730
27,P.S. 106 - Queens,DSF0000766605,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2014,991644
27,P.S. 108 - Queens,DSF0000701124,State of Good Repair - System Replacements - Cafeteria / Multipurpose Room Upgrade,2011,545639
27,P.S. 114 - Queens,DSF0000688288,Educational Enhancements - Educational Enhancements - Room,2010,87321
27,P.S. 123 - Queens,DSF0000409842,State of Good Repair - System Replacements - Exterior Masonry,2010,4615417
27,P.S. 123 - Queens,DSF0000677904,State of Good Repair - System Replacements - Parapets,2010,750121
27,P.S. 124 - Queens,DSF0000710261,State of Good Repair - System Replacements - Exterior Masonry,2012,2275179
27,P.S. 124 - Queens,DSF0000731126,State of Good Repair - System Replacements - Parapets,2012,2196685
27,M.S. 137 - Queens,DSF0000774909,Flood Elimination,2014,1565778
27,M.S. 137 - Queens,DSF0000777563,State of Good Repair - System Replacements - Exterior Masonry,2014,246688
27,M.S. 137 - Queens,DSF0000777564,State of Good Repair - System Replacements - Parapets,2014,303756
27,M.S. 137 - Queens,DSF0000777565,State of Good Repair - System Replacements - Roofs,2014,2825327
27,P.S. 146 - Queens,DSF0000744322,State of Good Repair - System Replacements - Cafeteria / Multipurpose Room Upgrade,2013,340419
27,I.S. 323 (OLD IS 180) - Queens,DSF0000777248,Educational Enhancements - Educational Enhancements - Room,2014,208868
27,P.S. 183 - Queens,DSF0000678869,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2011,495573
27,P.S. 183 - Queens,DSF0000678873,State of Good Repair - System Replacements - Windows,2011,1953913
27,P.S. 183 - Queens,DSF0000678874,State of Good Repair - System Replacements - Exterior Masonry,2011,2056627
27,P.S. 183 - Queens,DSF0000678881,State of Good Repair - System Replacements - Paved Area-Concrete,2011,1468693
27,P.S. 183 - Queens,DSF0000678885,Educational Enhancements - Educational Enhancements - Library Upgrades,2011,624688
27,P.S. 183 - Queens,DSF0000678886,Safety and Security - Safety and Security - Safety Systems,2011,288714
27,P.S. 183 - Queens,DSF0000678887,State of Good Repair - System Replacements - Heating Plant Upgrade,2011,472939
27,P.S. 183 - Queens,DSF0000690217,State of Good Repair - System Replacements - Roofs,2011,2896512
27,I.S. 198 - Queens,DSF0000775970,Air Conditioning Retrofit,2014,1813040
27,P.S. 207 - Queens,DSF0000777544,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2014,810188
27,I.S. 210 - Queens,DSF0000745361,State of Good Repair - System Replacements - Parapets,2014,2861263
27,I.S. 210 - Queens,DSF0000768278,State of Good Repair - System Replacements - Roofs,2014,7330865
27,I.S. 210 - Queens,DSF0000768280,State of Good Repair - System Replacements - Exterior Masonry,2014,1628081
27,P.S. 215 - Queens,DSF0000724092,State of Good Repair - System Replacements - Exterior Masonry,2013,3374083
27,P.S. 215 - Queens,DSF0000745415,State of Good Repair - System Replacements - Roofs,2013,1265838
27,P.S. 215 - Queens,DSF0000745416,State of Good Repair - System Replacements - Parapets,2013,1192171
27,P.S. 215 - Queens,DSF0000745426,State of Good Repair - System Replacements - Auditorium Upgrade,2013,1261528
27,P.S. 223 - Queens,DSF0000745537,State of Good Repair - System Replacements - Windows,2014,3751260
27,P.S. 223 - Queens,DSF0000775633,State of Good Repair - System Replacements - Parapets,2014,737954
27,P.S. 223 - Queens,DSF0000775634,State of Good Repair - System Replacements - Exterior Masonry,2014,1577176
27,P.S. 225 - Queens,DSF0000752848,State of Good Repair - Rehabilitation of Physical Education Facilities - Playground,2012,177511
27,P.S. 225 - Queens,DSF0000768470,State of Good Repair - Building Upgrade - Elevators and Escalators,2013,267750
27,I.S. 226 - Queens,DSF0000679579,State of Good Repair - System Replacements - Roofs,2011,3692513
27,I.S. 226 - Queens,DSF0000679580,State of Good Repair - System Replacements - Exterior Masonry,2011,4192926
27,I.S. 226 - Queens,DSF0000679589,State of Good Repair - System Replacements - Gymnasium Upgrade,2010,768304
27,P.S. 232 - Queens,DSF0000679658,State of Good Repair - Rehabilitation of Physical Education Facilities - Playground,2010,1044068
27,P.S. 43 TRANSPORTABLE - Queens,DSF0000777220,State of Good Repair - System Replacements - Exterior Masonry,2014,309138
28,J.H.S. 8 - Queens,DSF0000742173,State of Good Repair - System Replacements - Roofs,2013,3261603
28,P.S. 30 - Queens,DSF0000753121,State of Good Repair - System Replacements - Domestic Piping,2014,664432
28,P.S. 40 - Queens,DSF0000408895,State of Good Repair - System Replacements - Toilets-Students,2010,1457449
28,P.S. 40 - Queens,DSF0000545323,State of Good Repair - System Replacements - Exterior Masonry,2010,3046898
28,P.S. 40 - Queens,DSF0000611034,State of Good Repair - Rehabilitation of Physical Education Facilities - Playground,2010,2305833
28,P.S. 40 - Queens,DSF0000688519,State of Good Repair - System Replacements - Parapets,2010,1227720
28,P.S. 40 - Queens,DSF0000721407,State of Good Repair - System Replacements - Electrical Systems,2012,1096285
28,P.S. 40 - Queens,SCA0000021393,State of Good Repair - System Replacements - Parapets,2013,1020534
28,P.S. 50 - Queens,DSF0000676744,State of Good Repair - System Replacements - Exterior Masonry,2011,2271143
28,P.S. 50 - Queens,DSF0000710018,State of Good Repair - System Replacements - Roofs,2011,287824
28,P.S. 50 - Queens,DSF0000710024,State of Good Repair - System Replacements - Parapets,2011,230818
28,P.S. 50 - Queens,DSF0000710105,State of Good Repair - Rehabilitation of Physical Education Facilities - Playground,2010,734242
28,P.S. 54 - Queens,DSF0000676820,Educational Enhancements - Educational Enhancements - Library Upgrades,2010,342831
28,P.S. 54 - Queens,DSF0000721607,State of Good Repair - System Replacements - Parapets,2013,2244976
28,P.S. 54 - Queens,DSF0000721608,State of Good Repair - System Replacements - Exterior Masonry,2013,2905663
28,P.S. 55 - Queens,DSF0000688412,State of Good Repair - System Replacements - Exterior Masonry,2010,1229135
28,P.S. 55 - Queens,DSF0000688413,State of Good Repair - System Replacements - Parapets,2010,2256198
28,J.H.S. 72 - Queens,DSF0000677067,State of Good Repair - Building Upgrade - Flood Elimination,2011,219045
28,J.H.S. 72 - Queens,DSF0000677068,State of Good Repair - System Replacements - Roofs,2011,3790891
28,J.H.S. 72 - Queens,DSF0000677069,State of Good Repair - System Replacements - Parapets,2011,784789
28,J.H.S. 72 - Queens,DSF0000677070,State of Good Repair - System Replacements - Exterior Masonry,2011,2439159
28,J.H.S. 72 - Queens,DSF0000721862,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2012,1219988
28,P.S. 80 - Queens,DSF0000721987,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2014,663094
28,P.S. 82 - Queens,DSF0000677244,State of Good Repair - System Replacements - Exterior Masonry,2011,1733386
28,P.S. 99 - Queens,DSF0000731120,State of Good Repair - System Replacements - Roofs,2014,2644608
28,P.S. 99 - Queens,DSF0000766515,State of Good Repair - System Replacements - Exterior Masonry,2014,575497
28,P.S. 101 - Queens,DSF0000701009,State of Good Repair - Building Upgrade - Flood Elimination,2011,252092
28,P.S. 101 - Queens,SCA0000006524,State of Good Repair - System Replacements - Exterior Masonry,2011,778272
28,P.S. 117 - Queens,DSF0000612192,State of Good Repair - System Replacements - Toilets-Students,2010,852722
28,P.S. 117 - Queens,DSF0000722528,State of Good Repair - Building Upgrade - Flood Elimination,2013,744532
28,P.S. 117 - Queens,DSF0000722531,State of Good Repair - System Replacements - Exterior Masonry,2013,2545372
28,P.S. 117 - Queens,DSF0000743828,State of Good Repair - System Replacements - Parapets,2013,821152
28,P.S. 121 - Queens,DSF0000612256,State of Good Repair - Building Upgrade - Climate Control,2011,1150216
28,P.S. 121 - Queens,DSF0000612258,State of Good Repair - Building Upgrade - Reinforcing Cinder Concrete Slabs,2010,692371
28,P.S. 121 - Queens,DSF0000612263,State of Good Repair - Building Upgrade - Boiler Conversion,2011,4212625
28,P.S. 121 - Queens,DSF0000612266,State of Good Repair - System Replacements - Floors,2010,594905
28,P.S. 121 - Queens,DSF0000722586,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2013,681347
28,P.S. 139 - Queens,DSF0000722883,State of Good Repair - System Replacements - Exterior Masonry,2012,1698846
28,P.S. 139 - Queens,DSF0000744174,State of Good Repair - System Replacements - Roofs,2012,1444393
28,P.S. 139 - Queens,DSF0000744175,State of Good Repair - System Replacements - Parapets,2012,518080
28,P.S. 140 - Queens,DSF0000687161,State of Good Repair - Rehabilitation of Physical Education Facilities - Playground,2013,1259913
28,P.S. 140 - Queens,DSF0000701591,State of Good Repair - System Replacements - Parapets,2012,3833015
28,J.H.S. 157 - Queens,DSF0000678461,State of Good Repair - Building Upgrade - Flood Elimination,2011,265633
28,J.H.S. 157 - Queens,DSF0000678462,State of Good Repair - System Replacements - Roofs,2011,2931858
28,J.H.S. 157 - Queens,DSF0000678463,State of Good Repair - System Replacements - Windows,2011,963789
28,J.H.S. 157 - Queens,DSF0000678464,State of Good Repair - System Replacements - Exterior Masonry,2011,7020384
28,J.H.S. 157 - Queens,DSF0000678465,State of Good Repair - System Replacements - Heating Plant Upgrade,2011,2894648
28,J.H.S. 157 - Queens,DSF0000709412,State of Good Repair - Building Upgrade - Climate Control,2011,594724
28,J.H.S. 157 - Queens,DSF0000709413,State of Good Repair - System Replacements - Parapets,2011,2929945
28,J.H.S. 157 - Queens,DSF0000723183,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2012,1207653
28,P.S. 160 - Queens,DSF0000744563,State of Good Repair - Building Upgrade - Flood Elimination,2014,666209
28,P.S. 160 - Queens,DSF0000767518,State of Good Repair - System Replacements - Roofs,2014,180010
28,P.S. 160 - Queens,DSF0000767519,State of Good Repair - System Replacements - Parapets,2014,134988
28,P.S. 160 - Queens,DSF0000767520,State of Good Repair - System Replacements - Exterior Masonry,2014,1233702
28,P.S. 161 - Queens,DSF0000730537,State of Good Repair - Building Upgrade - Flood Elimination,2012,255246
28,P.S. 161 - Queens,DSF0000730538,State of Good Repair - System Replacements - Windows,2012,622187
28,P.S. 161 - Queens,DSF0000731202,State of Good Repair - System Replacements - Roofs,2012,1525006
28,P.S. 161 - Queens,DSF0000732442,State of Good Repair - System Replacements - Exterior Masonry,2012,724029
28,P.S. 161 - Queens,DSF0000732443,State of Good Repair - System Replacements - Parapets,2012,970414
28,P.S. 174 - Queens,DSF0000767708,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2013,860694
28,P.S. 174 - Queens,DSF0000775652,State of Good Repair - System Replacements - Domestic Piping,2014,1080450
28,J.H.S. 190 - Queens,DSF0000745020,State of Good Repair - System Replacements - Auditorium Upgrade,2013,1437475
28,P.S. 206 - Queens,DSF0000410905,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2010,631309
28,P.S. 206 - Queens,DSF0000410912,State of Good Repair - System Replacements - Electrical Systems,2010,271816
28,P.S. 206 - Queens,DSF0000544433,State of Good Repair - System Replacements - Electrical Systems,2010,997809
28,P.S. 206 - Queens,DSF0000679314,State of Good Repair - Building Upgrade - Flood Elimination,2011,529855
28,I.S. 217 - Queens,DSF0000724145,State of Good Repair - System Replacements - Gymnasium Upgrade,2011,100379
28,P.S. 55 MINISCHOOL - Queens,DSF0000680599,State of Good Repair - System Replacements - Roofs,2010,1046945
28,P.S. 55 MINISCHOOL - Queens,DSF0000680600,State of Good Repair - System Replacements - Windows,2010,595273
28,P.S. 55 MINISCHOOL - Queens,DSF0000680601,State of Good Repair - System Replacements - Exterior Masonry,2010,335083
29,P.S. 15 - Queens,DSF0000687156,State of Good Repair - System Replacements - Exterior Masonry,2010,2080518
29,P.S. 15 - Queens,DSF0000731464,State of Good Repair - System Replacements - Exterior Masonry,2013,1816422
29,P.S. 33 - Queens,DSF0000710020,State of Good Repair - Rehabilitation of Physical Education Facilities - Playground,2010,778690
29,P.S. 37 - Queens,DSF0000610990,State of Good Repair - Building Upgrade - Reinforcing Cinder Concrete Slabs,2010,1043283
29,P.S. 37 - Queens,DSF0000610991,State of Good Repair - Building Upgrade - Flood Elimination,2010,2833537
29,P.S. 37 - Queens,DSF0000610998,State of Good Repair - System Replacements - Floors,2010,563385
29,P.S. 38 - Queens,DSF0000742673,State of Good Repair - System Replacements - Gymnasium Upgrade,2014,557465
29,I.S. 59 - Queens,DSF0000710198,Educational Enhancements - Educational Enhancements - School Improvement and,2011,685873
29,I.S. 59 - Queens,DSF0000710248,Educational Enhancements - Educational Enhancements - Room,2011,242881
29,I.S. 59 - Queens,DSF0000731226,Educational Enhancements - Educational Enhancements - School Improvement and,2012,1906361
29,I.S. 59 - Queens,DSF0000752370,Educational Enhancements - Educational Enhancements - Room,2013,497784
29,P.S. 118 - Queens,DSF0000731201,State of Good Repair - System Replacements - Cafeteria / Multipurpose Room Upgrade,2012,97691
29,P.S. 118 - Queens,DSF0000753123,State of Good Repair - System Replacements - Domestic Piping,2013,492020
29,P.S. 132 - Queens,DSF0000612476,State of Good Repair - Building Upgrade - Reinforcing Cinder Concrete Slabs,2010,201758
29,P.S. 132 - Queens,DSF0000722781,State of Good Repair - System Replacements - Electrical Systems,2012,518460
29,P.S. 134 - Queens,DSF0000678101,State of Good Repair - System Replacements - Toilets-Students,2010,699487
29,P.S. 135 - Queens,DSF0000744124,State of Good Repair - Building Upgrade - Flood Elimination,2014,790168
29,P.S. 135 - Queens,DSF0000744125,State of Good Repair - System Replacements - Parapets,2014,2942508
29,P.S. 135 - Queens,DSF0000744126,State of Good Repair - System Replacements - Exterior Masonry,2014,3179098
29,P.S. 135 - Queens,DSF0000767061,State of Good Repair - System Replacements - Roofs,2014,1382598
29,P.S. 135 - Queens,DSF0000767072,Safety and Security - Safety and Security - Safety Systems,2014,105069
29,P.S. 136 - Queens,DSF0000722846,State of Good Repair - System Replacements - Exterior Masonry,2013,4525986
29,P.S. 136 - Queens,DSF0000753137,State of Good Repair - System Replacements - Parapets,2013,2640887
29,P.S. 136 - Queens,DSF0000753138,State of Good Repair - System Replacements - Windows,2013,2091424
29,P.S. 136 - Queens,DSF0000789775,State of Good Repair - System Replacements - Roofs,2013,3159568
29,P.S. 138 - Queens,DSF0000731401,State of Good Repair - Rehabilitation of Physical Education Facilities - Playground,2012,282343
29,P.S. 147 - Queens,DSF0000701722,State of Good Repair - System Replacements - Floors,2011,959198
29,P.S. 147 - Queens,DSF0000723030,State of Good Repair - Building Upgrade - Flood Elimination,2013,1329534
29,P.S. 156 - Queens,DSF0000678440,State of Good Repair - Building Upgrade - Flood Elimination,2010,192543
29,P.S. 156 - Queens,DSF0000678441,State of Good Repair - System Replacements - Windows,2010,3349920
29,P.S. 156 - Queens,DSF0000688521,State of Good Repair - System Replacements - Parapets,2010,2256106
29,P.S. 156 - Queens,DSF0000723157,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2012,1196387
29,P.S. 156 - Queens,DSF0000744487,State of Good Repair - System Replacements - Auditorium Upgrade,2013,1280713
29,P.S. 156 - Queens,SCA0000005762,State of Good Repair - System Replacements - Exterior Masonry,2010,2824071
29,I.S. 192 - Queens,DSF0000775985,Educational Enhancements - Educational Enhancements - Room,2014,1417885
29,I.S. 192 - Queens,DSF0000777245,Educational Enhancements - Educational Enhancements - School Improvement and,2014,1118868
29,I.S. 192 - Queens,DSF0000777254,Educational Enhancements - Educational Enhancements - School Improvement and,2014,549871
29,I.S. 192 - Queens,DSF0000777420,Educational Enhancements - Educational Enhancements - Room,2014,1246580
29,P.S. 195 - Queens,DSF0000768035,Heating Plant Upgrade,2014,146000
29,I.S. 231 (TANDEM Q251) - Queens,DSF0000745629,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2014,252918
29,I.S. 231 (TANDEM Q251) - Queens,DSF0000752901,State of Good Repair - System Replacements - Auditorium Upgrade,2014,348744
29,P.S. 251 (TANDEM Q231) - Queens,DSF0000731351,State of Good Repair - Rehabilitation of Physical Education Facilities - Playground,2013,392184
29,P.S. 251 (TANDEM Q231) - Queens,DSF0000731552,State of Good Repair - System Replacements - Paved Area-Blacktop,2012,77121
29,P.S. /I.S 295 - Queens,DSF0000752823,Gymnasium Upgrade,2012,267578
30,I.S. 10 - Queens,DSF0000408533,State of Good Repair - Building Upgrade - Flood Elimination,2010,1265245
30,I.S. 10 - Queens,DSF0000765188,State of Good Repair - System Replacements - Roofs,2014,1843693
30,I.S. 10 - Queens,DSF0000765189,State of Good Repair - System Replacements - Parapets,2014,2994672
30,I.S. 10 - Queens,DSF0000775683,State of Good Repair - Building Upgrade - Flood Elimination,2014,577603
30,I.S. 10 - Queens,SCA0000020074,State of Good Repair - System Replacements - Exterior Masonry,2014,2192700
30,P.S. 69 - Queens,DSF0000700508,State of Good Repair - System Replacements - Parapets,2012,1631981
30,P.S. 76 - Queens,DSF0000677164,State of Good Repair - Rehabilitation of Physical Education Facilities - Playground,2010,1003188
30,P.S. 76 - Queens,DSF0000677166,State of Good Repair - System Replacements - Exterior Masonry,2011,1492434
30,P.S. 76 - Queens,DSF0000700639,State of Good Repair - System Replacements - Parapets,2011,1198292
30,P.S. 85 - Queens,DSF0000700748,State of Good Repair - Building Upgrade - Flood Elimination,2011,1477663
30,P.S. 85 - Queens,DSF0000700750,State of Good Repair - System Replacements - Roofs,2011,558469
30,P.S. 85 - Queens,DSF0000700751,State of Good Repair - System Replacements - Exterior Masonry,2011,1615286
30,P.S. 85 - Queens,DSF0000710116,State of Good Repair - System Replacements - Parapets,2011,222626
30,P.S. 111 - Queens,DSF0000677676,State of Good Repair - Building Upgrade - Climate Control,2010,1333457
30,P.S. 111 - Queens,DSF0000677683,State of Good Repair - System Replacements - Heating Plant Upgrade,2010,4252636
30,P.S. 111 - Queens,DSF0000688304,Safety and Security - Safety and Security - Code Compliance,2010,938
30,P.S. 111 - Queens,DSF0000766668,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2014,565585
30,P.S. 111 - Queens,DSF0000766679,State of Good Repair - System Replacements - Auditorium Upgrade,2014,1265771
30,P.S. 112 - Queens,DSF0000677696,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2013,620493
30,P.S. 112 - Queens,DSF0000677697,State of Good Repair - Building Upgrade - Elevators and Escalators,2013,783483
30,P.S. 112 - Queens,DSF0000722464,State of Good Repair - System Replacements - Electrical Systems,2013,643995
30,P.S. 112 - Queens,DSF0000731192,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2013,556278
30,P.S. 122 - Queens,DSF0000722631,State of Good Repair - System Replacements - Cafeteria / Multipurpose Room Upgrade,2012,376653
30,P.S. 127 - Queens,DSF0000409908,State of Good Repair - Building Upgrade - Flood Elimination,2010,637375
30,P.S. 127 - Queens,DSF0000677990,State of Good Repair - System Replacements - Auditorium Upgrade,2011,1146296
30,P.S. 127 - Queens,DSF0000677995,State of Good Repair - System Replacements - Cafeteria / Multipurpose Room Upgrade,2011,358887
30,I.S. 141 - Queens,DSF0000678200,State of Good Repair - System Replacements - Roofs,2011,2483193
30,I.S. 141 - Queens,DSF0000678201,State of Good Repair - System Replacements - Exterior Masonry,2011,3552778
30,I.S. 141 - Queens,DSF0000678212,Safety and Security - Safety and Security - Safety Systems,2011,321320
30,I.S. 141 - Queens,DSF0000701615,State of Good Repair - System Replacements - Parapets,2011,3054538
30,I.S. 145 - Queens,DSF0000744296,State of Good Repair - System Replacements - Toilets-Students,2013,1227906
30,I.S. 145 - Queens,DSF0000767242,State of Good Repair - Building Upgrade - Elevators and Escalators,2013,204750
30,P.S. 148 - Queens,DSF0000744355,State of Good Repair - System Replacements - Auditorium Upgrade,2013,795968
30,P.S. 151 - Queens,DSF0000410223,State of Good Repair - Rehabilitation of Physical Education Facilities - Playground,2012,558325
30,P.S. 151 - Queens,DSF0000744399,State of Good Repair - System Replacements - Auditorium Upgrade,2013,921656
30,P.S. 151 - Queens,DSF0000753125,State of Good Repair - System Replacements - Domestic Piping,2013,399898
30,P.S. 171 - Queens,DSF0000767652,State of Good Repair - System Replacements - Parapets,2013,3225014
30,P.S. 171 - Queens,DSF0000790371,State of Good Repair - System Replacements - Roofs,2013,4896268
30,P.S. 171 - Queens,SCA0000020933,State of Good Repair - System Replacements - Exterior Masonry,2013,3136129
30,I.S. 204 - Queens,DSF0000688196,Educational Enhancements - Educational Enhancements - Room,2010,523188
30,I.S. 204 - Queens,DSF0000723951,State of Good Repair - System Replacements - Gymnasium Upgrade,2013,1057800
30,I.S. 227 - Queens,DSF0000724278,Auditorium Upgrade,2012,242282
30,I.S. 230 - Queens,DSF0000687261,State of Good Repair - System Replacements - Exterior Masonry,2011,1162947
30,P.S. 234 - Queens,DSF0000731520,Flood Elimination,2013,143803
30,P.S. 92 - Queens,DSF0000679734,State of Good Repair - System Replacements - Paved Area-Concrete,2010,595269
