,actual_est_completion,borough,building_id,constr_start,design_start,district,forecast_capacity,funding_reqd_fy15-19,needed_to_complete,previous_appropriations,program_category,project_#,reason,school_name,source,special_notes,total_est_cost,location
3330,,Brooklyn,K254,,,22,,,,,Lighting Fixtures,,,P.S. 254,,,,
3331,,Brooklyn,K254,,,22,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 254,,,,
3332,,Brooklyn,K255,,,22,,,,,Classroom Connectivity,,,P.S. 255,,,,
3333,,Brooklyn,K255,,,22,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 255,,,,
3334,,Brooklyn,K269,,,22,,,,,Classroom Connectivity,,,P.S. 269,,,,
3335,,Brooklyn,K269,,,22,,,,,IP Digital Video Surveillance,,,P.S. 269,,,,
3336,,Brooklyn,K269,,,22,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 269,,,,
3337,,Brooklyn,K269,,,22,,,,,Toilets-Students,,,P.S. 269,,,,
3338,,Brooklyn,K277,,,22,,,,,Classroom Connectivity,,,P.S. 277,,,,
3339,,Brooklyn,K277,,,22,,,,,Lighting Fixtures,,,P.S. 277,,,,
3340,,Brooklyn,K278,,,22,,,,,Boiler Conversion,,,I.S. 278,,,,
3341,,Brooklyn,K278,,,22,,,,,Classroom Connectivity,,,I.S. 278,,,,
3342,,Brooklyn,K278,,,22,,,,,Classroom Connectivity,,,I.S. 278,,,,
3343,,Brooklyn,K278,,,22,,,,,Climate Control,,,I.S. 278,,,,
3344,,Brooklyn,K278,,,22,,,,,Lighting Fixtures,,,I.S. 278,,,,
3345,,Brooklyn,K312,,,22,,,,,Boiler Conversion,,,P.S. 312,,,,
3346,,Brooklyn,K312,,,22,,,,,Classroom Connectivity,,,P.S. 312,,,,
3347,,Brooklyn,K312,,,22,,,,,Lighting Fixtures,,,P.S. 312,,,,
3348,,Brooklyn,K395,,,22,,,,,Classroom Connectivity,,,P.S./I.S. 395,,,,
3349,,Brooklyn,K395,,,22,,,,,Classroom Connectivity,,,P.S./I.S. 395,,,,
3350,,Brooklyn,K395,,,22,,,,,IP Digital Video Surveillance,,,P.S./I.S. 395,,,,
3351,,Brooklyn,K395,,,22,,,,,New/Retrofit Telephone/Intercom System,,,P.S./I.S. 395,,,,
3352,,Brooklyn,K729,,,22,,,,,Classroom Connectivity,,,P.S. 207 ANNEX,,,,
3353,,Brooklyn,K735,,,22,,,,,Classroom Connectivity,,,P.S. 245,,,,
3354,,Brooklyn,K735,,,22,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 245,,,,
3355,,Brooklyn,K735,,,22,,,,,Toilets-Students,,,P.S. 245,,,,
3356,,Brooklyn,K776,,,22,,,,,New/Retrofit Telephone/Intercom System,,,PS 152 ANNEX,,,,
3357,,Brooklyn,K826,,,22,,,,,Classroom Connectivity,,,P.S. 245,,,,
3358,,Brooklyn,K849,,,22,,,,,Classroom Connectivity,,,P.S. 134,,,,
3359,,Brooklyn,K849,,,22,,,,,Library Upgrades,,,P.S. 134,,,,
3360,,Brooklyn,K852,,,22,,,,,Classroom Connectivity,,,P.S. 326,,,,
3361,,Brooklyn,K852,,,22,,,,,Lighting Fixtures,,,P.S. 326,,,,
3362,,Brooklyn,K852,,,22,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 326,,,,
3363,,Brooklyn,K864,,,22,,,,,Classroom Connectivity,,,P.S. 361 (OLD 89),,,,
3364,,Brooklyn,K864,,,22,,,,,Lighting Fixtures,,,P.S. 361 (OLD 89),,,,
3365,,Brooklyn,K864,,,22,,,,,Low-Voltage Electrical Systems,,,P.S. 361 (OLD 89),,,,
3366,,Brooklyn,K864,,,22,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 361 (OLD 89),,,,
3367,,Brooklyn,K869,,,22,,,,,Low-Voltage Electrical Systems,,,P.S. 361 MINISCHOOL,,,,
3368,,Brooklyn,K041,,,23,,,,,Classroom Connectivity,,,P.S. 41,,,,
3369,,Brooklyn,K041,,,23,,,,,Exterior Masonry,,,P.S. 41,,,,
3370,,Brooklyn,K041,,,23,,,,,IP Digital Video Surveillance,,,P.S. 41,,,,
3371,,Brooklyn,K041,,,23,,,,,IP Digital Video Surveillance,,,P.S. 41,,,,
3372,,Brooklyn,K041,,,23,,,,,Lighting Fixtures,,,P.S. 41,,,,
3373,,Brooklyn,K041,,,23,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 41,,,,
3374,,Brooklyn,K041,,,23,,,,,Parapets,,,P.S. 41,,,,
3375,,Brooklyn,K041,,,23,,,,,Room Conversions/Partitioning,,,P.S. 41,,,,
3376,,Brooklyn,K041,,,23,,,,,Technology,,,P.S. 41,,,,
3377,,Brooklyn,K055,,,23,,,,,Classroom Connectivity,,,I.S. 55,,,,
3378,,Brooklyn,K055,,,23,,,,,Exterior Masonry,,,I.S. 55,,,,
3379,,Brooklyn,K055,,,23,,,,,IP Digital Video Surveillance,,,I.S. 55,,,,
3380,,Brooklyn,K055,,,23,,,,,Lighting Fixtures,,,I.S. 55,,,,
3381,,Brooklyn,K055,,,23,,,,,New/Retrofit Telephone/Intercom System,,,I.S. 55,,,,
3382,,Brooklyn,K055,,,23,,,,,Safety Systems,,,I.S. 55,,,,
3383,,Brooklyn,K055,,,23,,,,,Walk In Freezer Replacement,,,I.S. 55,,,,
3384,,Brooklyn,K055,,,23,,,,,Windows,,,I.S. 55,,,,
3385,,Brooklyn,K073,,,23,,,,,Classroom Connectivity,,,P.S. 73,,,,
3386,,Brooklyn,K073,,,23,,,,,Electrical Systems,,,P.S. 73,,,,
3387,,Brooklyn,K073,,,23,,,,,Exterior Masonry,,,P.S. 73,,,,
3388,,Brooklyn,K073,,,23,,,,,Flood Elimination,,,P.S. 73,,,,
3389,,Brooklyn,K073,,,23,,,,,Lighting Fixtures,,,P.S. 73,,,,
3390,,Brooklyn,K073,,,23,,,,,Low-Voltage Electrical Systems,,,P.S. 73,,,,
3391,,Brooklyn,K073,,,23,,,,,Parapets,,,P.S. 73,,,,
3392,,Brooklyn,K073,,,23,,,,,Roofs,,,P.S. 73,,,,
3393,,Brooklyn,K137,,,23,,,,,Classroom Connectivity,,,P.S. 137,,,,
3394,,Brooklyn,K137,,,23,,,,,Exterior Masonry,,,P.S. 137,,,,
3395,,Brooklyn,K137,,,23,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 137,,,,
3396,,Brooklyn,K137,,,23,,,,,Parapets,,,P.S. 137,,,,
3397,,Brooklyn,K150,,,23,,,,,Cafeteria / Multipurpose Room Upgrade,,,P.S. 150,,,,
3398,,Brooklyn,K150,,,23,,,,,Classroom Connectivity,,,P.S. 150,,,,
3399,,Brooklyn,K150,,,23,,,,,Classroom Connectivity,,,P.S. 150,,,,
3400,,Brooklyn,K150,,,23,,,,,Lighting Fixtures,,,P.S. 150,,,,
3401,,Brooklyn,K150,,,23,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 150,,,,
3402,,Brooklyn,K150,,,23,,,,,Ventilation,,,P.S. 150,,,,
3403,,Brooklyn,K155,,,23,,,,,Classroom Connectivity,,,P.S. 155,,,,
3404,,Brooklyn,K155,,,23,,,,,Lighting Fixtures,,,P.S. 155,,,,
3405,,Brooklyn,K155,,,23,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 155,,,,
3406,,Brooklyn,K165,,,23,,,,,Classroom Connectivity,,,P.S. 165,,,,
3407,,Brooklyn,K165,,,23,,,,,Lighting Fixtures,,,P.S. 165,,,,
3408,,Brooklyn,K178,,,23,,,,,Classroom Connectivity,,,P.S. 178,,,,
3409,,Brooklyn,K178,,,23,,,,,IP Digital Video Surveillance,,,P.S. 178,,,,
3410,,Brooklyn,K183,,,23,,,,,Classroom Connectivity,,,P.S. 183,,,,
3411,,Brooklyn,K183,,,23,,,,,Domestic Piping,,,P.S. 183,,,,
3412,,Brooklyn,K183,,,23,,,,,Lighting Fixtures,,,P.S. 183,,,,
3413,,Brooklyn,K184,,,23,,,,,Cafeteria / Multipurpose Room Upgrade,,,P.S. 184,,,,
3414,,Brooklyn,K184,,,23,,,,,Classroom Connectivity,,,P.S. 184,,,,
3415,,Brooklyn,K184,,,23,,,,,Exterior Masonry,,,P.S. 184,,,,
3416,,Brooklyn,K184,,,23,,,,,Flood Elimination,,,P.S. 184,,,,
3417,,Brooklyn,K184,,,23,,,,,Lighting Fixtures,,,P.S. 184,,,,
3418,,Brooklyn,K184,,,23,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 184,,,,
3419,,Brooklyn,K184,,,23,,,,,Reinforcing Support Elements,,,P.S. 184,,,,
3420,,Brooklyn,K263,,,23,,,,,Classroom Connectivity,,,P.S./I.S. 323,,,,
3421,,Brooklyn,K263,,,23,,,,,Lighting Fixtures,,,P.S./I.S. 323,,,,
3422,,Brooklyn,K263,,,23,,,,,New/Retrofit Telephone/Intercom System,,,P.S./I.S. 323,,,,
3423,,Brooklyn,K271,,,23,,,,,Classroom Connectivity,,,I.S. 271,,,,
3424,,Brooklyn,K271,,,23,,,,,Classroom Connectivity,,,I.S. 271,,,,
3425,,Brooklyn,K271,,,23,,,,,Classroom Connectivity,,,I.S. 271,,,,
3426,,Brooklyn,K271,,,23,,,,,Electrical Systems,,,I.S. 271,,,,
3427,,Brooklyn,K271,,,23,,,,,Electrical Systems,,,I.S. 271,,,,
3428,,Brooklyn,K271,,,23,,,,,IP Digital Video Surveillance,,,I.S. 271,,,,
3429,,Brooklyn,K271,,,23,,,,,Lighting Fixtures,,,I.S. 271,,,,
3430,,Brooklyn,K271,,,23,,,,,New/Retrofit Telephone/Intercom System,,,I.S. 271,,,,
3431,,Brooklyn,K271,,,23,,,,,Walk In Freezer Replacement,,,I.S. 271,,,,
3432,,Brooklyn,K275,,,23,,,,,Auditorium Upgrade,,,I.S. 275,,,,
3433,,Brooklyn,K275,,,23,,,,,Classroom Connectivity,,,I.S. 275,,,,
3434,,Brooklyn,K275,,,23,,,,,Classroom Connectivity,,,I.S. 275,,,,
3435,,Brooklyn,K275,,,23,,,,,Classroom Connectivity,,,I.S. 275,,,,
3436,,Brooklyn,K275,,,23,,,,,Classroom Connectivity,,,I.S. 275,,,,
3437,,Brooklyn,K275,,,23,,,,,Classroom Connectivity,,,I.S. 275,,,,
3438,,Brooklyn,K275,,,23,,,,,Electrical Systems,,,I.S. 275,,,,
3439,,Brooklyn,K275,,,23,,,,,IP Digital Video Surveillance,,,I.S. 275,,,,
3440,,Brooklyn,K275,,,23,,,,,Lighting Fixtures,,,I.S. 275,,,,
3441,,Brooklyn,K275,,,23,,,,,Parapets,,,I.S. 275,,,,
3442,,Brooklyn,K275,,,23,,,,,Room Conversions/Partitioning,,,I.S. 275,,,,
3443,,Brooklyn,K275,,,23,,,,,Room Conversions/Partitioning,,,I.S. 275,,,,
3444,,Brooklyn,K275,,,23,,,,,Walk In Freezer Replacement,,,I.S. 275,,,,
3445,,Brooklyn,K284,,,23,,,,,Auditorium Upgrade,,,P.S. 284,,,,
3446,,Brooklyn,K284,,,23,,,,,Classroom Connectivity,,,P.S. 284,,,,
3447,,Brooklyn,K284,,,23,,,,,Electrical Systems,,,P.S. 284,,,,
3448,,Brooklyn,K284,,,23,,,,,Exterior Masonry,,,P.S. 284,,,,
3449,,Brooklyn,K284,,,23,,,,,IP Digital Video Surveillance,,,P.S. 284,,,,
3450,,Brooklyn,K284,,,23,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 284,,,,
3451,,Brooklyn,K298,,,23,,,,,Classroom Connectivity,,,P.S. 298,,,,50-51 98TH STREET
3452,,Brooklyn,K298,,,23,,,,,Emergency Stabilization,,,P.S. 298,,,,50-51 98TH STREET
3453,,Brooklyn,K298,,,23,,,,,Lighting Fixtures,,,P.S. 298,,,,50-51 98TH STREET
3454,,Brooklyn,K298,,,23,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 298,,,,50-51 98TH STREET
3455,,Brooklyn,K327,,,23,,,,,Boiler Conversion,,,P.S. 327 (TANDEM K396-D75),,,,
3456,,Brooklyn,K327,,,23,,,,,Classroom Connectivity,,,P.S. 327 (TANDEM K396-D75),,,,
3457,,Brooklyn,K327,,,23,,,,,Electrical Systems,,,P.S. 327 (TANDEM K396-D75),,,,
3458,,Brooklyn,K327,,,23,,,,,Exterior Masonry,,,P.S. 327 (TANDEM K396-D75),,,,
3459,,Brooklyn,K327,,,23,,,,,Lighting Fixtures,,,P.S. 327 (TANDEM K396-D75),,,,
3460,,Brooklyn,K327,,,23,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 327 (TANDEM K396-D75),,,,
3461,,Brooklyn,K327,,,23,,,,,Playground Redevelopment,,,P.S. 327 (TANDEM K396-D75),,,,
3462,,Brooklyn,K327,,,23,,,,,Science Lab Upgrades,,,P.S. 327 (TANDEM K396-D75),,,,
3463,,Brooklyn,K327,,,23,,,,,Windows,,,P.S. 327 (TANDEM K396-D75),,,,
3464,,Brooklyn,K332,,,23,,,,,Boiler Conversion,,,P.S. 332,,,,
3465,,Brooklyn,K332,,,23,,,,,Classroom Connectivity,,,P.S. 332,,,,
3466,,Brooklyn,K332,,,23,,,,,Exterior Masonry,,,P.S. 332,,,,
3467,,Brooklyn,K332,,,23,,,,,Lighting Fixtures,,,P.S. 332,,,,
3468,,Brooklyn,K332,,,23,,,,,Room Conversions/Partitioning,,,P.S. 332,,,,
3469,,Brooklyn,K332,,,23,,,,,Technology,,,P.S. 332,,,,
3470,,Brooklyn,K356,,,23,,,,,Classroom Connectivity,,,P.S. 156,,,,
3471,,Brooklyn,K356,,,23,,,,,Heating Plant Upgrade,,,P.S. 156,,,,
3472,,Brooklyn,K356,,,23,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 156,,,,
3473,,Brooklyn,K854,,,23,,,,,Classroom Connectivity,,,P.S. 178 AX (BED STUY ECC 1),,,,
3474,,Brooklyn,K854,,,23,,,,,Lighting Fixtures,,,P.S. 178 AX (BED STUY ECC 1),,,,
3475,,Brooklyn,K854,,,23,,,,,Playground Redevelopment,,,P.S. 178 AX (BED STUY ECC 1),,,,
3476,,Brooklyn,K854,,,23,,,,,Ventilation,,,P.S. 178 AX (BED STUY ECC 1),,,,
3477,,Queens,Q005,,,24,,,,,Classroom Connectivity,,,I.S. 5,,,,
3478,,Queens,Q005,,,24,,,,,Low-Voltage Electrical Systems,,,I.S. 5,,,,
3479,,Queens,Q005,,,24,,,,,New/Retrofit Telephone/Intercom System,,,I.S. 5,,,,
3480,,Queens,Q005,,,24,,,,,Ventilation,,,I.S. 5,,,,
3481,,Queens,Q007,,,24,,,,,Classroom Connectivity,,,P.S. 7,,,,
3482,,Queens,Q007,,,24,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 7,,,,
3483,,Queens,Q012,,,24,,,,,Classroom Connectivity,,,P.S. 12,,,,
3484,,Queens,Q012,,,24,,,,,Exterior Masonry,,,P.S. 12,,,,
3485,,Queens,Q012,,,24,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 12,,,,
3486,,Queens,Q013,,,24,,,,,Classroom Connectivity,,,P.S. 13,,,,
3487,,Queens,Q013,,,24,,,,,Emergency Stabilization,,,P.S. 13,,,,
3488,,Queens,Q013,,,24,,,,,Lighting Fixtures,,,P.S. 13,,,,
3489,,Queens,Q013,,,24,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 13,,,,
3490,,Queens,Q014,,,24,,,,,Classroom Connectivity,,,P.S. 14,,,,
3491,,Queens,Q014,,,24,,,,,Classroom Connectivity,,,P.S. 14,,,,
3492,,Queens,Q014,,,24,,,,,Lighting Fixtures,,,P.S. 14,,,,
3493,,Queens,Q014,,,24,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 14,,,,
3494,,Queens,Q019,,,24,,,,,Cafeteria / Multipurpose Room Upgrade,,,P.S. 19,,,,
3495,,Queens,Q019,,,24,,,,,Classroom Connectivity,,,P.S. 19,,,,
3496,,Queens,Q019,,,24,,,,,Exterior Masonry,,,P.S. 19,,,,
3497,,Queens,Q019,,,24,,,,,Flood Elimination,,,P.S. 19,,,,
3498,,Queens,Q019,,,24,,,,,IP Digital Video Surveillance,,,P.S. 19,,,,
3499,,Queens,Q019,,,24,,,,,Lighting Fixtures,,,P.S. 19,,,,
3500,,Queens,Q019,,,24,,,,,Lighting Fixtures,,,P.S. 19,,,,
3501,,Queens,Q019,,,24,,,,,Parapets,,,P.S. 19,,,,
3502,,Queens,Q019,,,24,,,,,Roofs,,,P.S. 19,,,,
3503,,Queens,Q028,,,24,,,,,Classroom Connectivity,,,P.S. 28 (ECC),,,,
3504,,Queens,Q049,,,24,,,,,Classroom Connectivity,,,P.S./I.S. 49,,,,
3505,,Queens,Q058,,,24,,,,,Classroom Connectivity,,,P.S. 58,,,,
3506,,Queens,Q058,,,24,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 58,,,,
3507,,Queens,Q061,,,24,,,,,Classroom Connectivity,,,I.S. 61,,,,
3508,,Queens,Q061,,,24,,,,,Elevators And Escalators,,,I.S. 61,,,,
3509,,Queens,Q061,,,24,,,,,Lighting Fixtures,,,I.S. 61,,,,
3510,,Queens,Q061,,,24,,,,,New/Retrofit Telephone/Intercom System,,,I.S. 61,,,,
3511,,Queens,Q061,,,24,,,,,Walk-In Freezer Replacements,,,I.S. 61,,,,
3512,,Queens,Q068,,,24,,,,,Auditorium Upgrade,,,P.S. 68,,,,
3513,,Queens,Q068,,,24,,,,,Classroom Connectivity,,,P.S. 68,,,,
3514,,Queens,Q068,,,24,,,,,Emergency Stabilization,,,P.S. 68,,,,
3515,,Queens,Q068,,,24,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 68,,,,
3516,,Queens,Q068,,,24,,,,,Roofs,,,P.S. 68,,,,
3517,,Queens,Q071,,,24,,,,,Classroom Connectivity,,,P.S. 71,,,,
3518,,Queens,Q073,,,24,,,,,Classroom Connectivity,,,I.S. 73,,,,
3519,,Queens,Q073,,,24,,,,,Low-Voltage Electrical Systems,,,I.S. 73,,,,
3520,,Queens,Q081,,,24,,,,,Classroom Connectivity,,,P.S. 81,,,,
3521,,Queens,Q081,,,24,,,,,Classroom Connectivity,,,P.S. 81,,,,
3522,,Queens,Q081,,,24,,,,,Exterior Masonry,,,P.S. 81,,,,
3523,,Queens,Q081,,,24,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 81,,,,
3524,,Queens,Q081,,,24,,,,,Reinforcing Support Elements,,,P.S. 81,,,,
3525,,Queens,Q087,,,24,,,,,Classroom Connectivity,,,P.S. 87,,,,
3526,,Queens,Q087,,,24,,,,,Flood Elimination,,,P.S. 87,,,,
3527,,Queens,Q087,,,24,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 87,,,,
3528,,Queens,Q088,,,24,,,,,Classroom Connectivity,,,P.S. 88,,,,
3529,,Queens,Q088,,,24,,,,,Fencing,,,P.S. 88,,,,
3530,,Queens,Q088,,,24,,,,,Lighting Fixtures,,,P.S. 88,,,,
3531,,Queens,Q088,,,24,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 88,,,,
3532,,Queens,Q088,,,24,,,,,Parapets,,,P.S. 88,,,,
3533,,Queens,Q088,,,24,,,,,Roofs,,,P.S. 88,,,,
3534,,Queens,Q089,,,24,,,,,A/C Split System,,,P.S. 89,,,,
3535,,Queens,Q089,,,24,,,,,Classroom Connectivity,,,P.S. 89,,,,
3536,,Queens,Q089,,,24,,,,,Classroom Connectivity,,,P.S. 89,,,,
3537,,Queens,Q089,,,24,,,,,Flood Elimination,,,P.S. 89,,,,
3538,,Queens,Q089,,,24,,,,,IP Digital Video Surveillance,,,P.S. 89,,,,
3539,,Queens,Q089,,,24,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 89,,,,
3540,,Queens,Q089,,,24,,,,,Parapets,,,P.S. 89,,,,
3541,,Queens,Q089,,,24,,,,,Roofs,,,P.S. 89,,,,
3542,,Queens,Q091,,,24,,,,,Classroom Connectivity,,,P.S. 91,,,,
3543,,Queens,Q091,,,24,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 91,,,,
3544,,Queens,Q093,,,24,,,,,Classroom Connectivity,,,I.S. 93,,,,
3545,,Queens,Q093,,,24,,,,,Flood Elimination,,,I.S. 93,,,,
3546,,Queens,Q093,,,24,,,,,IP Digital Video Surveillance,,,I.S. 93,,,,
3547,,Queens,Q102,,,24,,,,,Classroom Connectivity,,,P.S./I.S. 102,,,,
3548,,Queens,Q113,,,24,,,,,Classroom Connectivity,,,P.S./I.S. 113,,,,
3549,,Queens,Q113,,,24,,,,,Lighting Fixtures,,,P.S./I.S. 113,,,,
3550,,Queens,Q113,,,24,,,,,New/Retrofit Telephone/Intercom System,,,P.S./I.S. 113,,,,
3551,,Queens,Q119,,,24,,,,,Classroom Connectivity,,,I.S. 119,,,,
3552,,Queens,Q119,,,24,,,,,IP Digital Video Surveillance,,,I.S. 119,,,,
3553,,Queens,Q119,,,24,,,,,Playground Redevelopment,,,I.S. 119,,,,
3554,,Queens,Q125,,,24,,,,,Classroom Connectivity,,,I.S. 125,,,,
3555,,Queens,Q143,,,24,,,,,Classroom Connectivity,,,P.S. 143,,,,
3556,,Queens,Q143,,,24,,,,,IP Digital Video Surveillance,,,P.S. 143,,,,
3557,,Queens,Q153,,,24,,,,,Classroom Connectivity,,,P.S. 153,,,,
3558,,Queens,Q153,,,24,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 153,,,,
3559,,Queens,Q199,,,24,,,,,Classroom Connectivity,,,P.S. 199,,,,
3560,,Queens,Q199,,,24,,,,,Lighting Fixtures,,,P.S. 199,,,,
3561,,Queens,Q199,,,24,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 199,,,,
3562,,Queens,Q229,,,24,,,,,Boiler Conversion,,,P.S. 229,,,,
3563,,Queens,Q229,,,24,,,,,Classroom Connectivity,,,P.S. 229,,,,
3564,,Queens,Q229,,,24,,,,,Elevators And Escalators,,,P.S. 229,,,,
3565,,Queens,Q229,,,24,,,,,Heating Plant Upgrade,,,P.S. 229,,,,
3566,,Queens,Q239,,,24,,,,,Classroom Connectivity,,,P.S. 239,,,,
3567,,Queens,Q239,,,24,,,,,Classroom Connectivity,,,P.S. 239,,,,
3568,,Queens,Q239,,,24,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 239,,,,
3569,,Queens,Q239,,,24,,,,,Paved Area-Blacktop,,,P.S. 239,,,,
3570,,Queens,Q245,,,24,,,,,Classroom Connectivity,,,P.S. 245 ECC (@ SENECA AVE),,,,
3571,,Queens,Q247,,,24,,,,,Classroom Connectivity,,,P.S. /I.S. 128,,,,
3572,,Queens,Q260,,,24,,,,,Classroom Connectivity,,,P.S. 307,,,,
3573,,Queens,Q269,,,24,,,,,Classroom Connectivity,,,P.S./I.S. 269,,,,
3574,,Queens,Q269,,,24,,,,,Exterior Masonry,,,P.S./I.S. 269,,,,
3575,,Queens,Q269,,,24,,,,,New/Retrofit Telephone/Intercom System,,,P.S./I.S. 269,,,,
3576,,Queens,Q269,,,24,,,,,Roofs,,,P.S./I.S. 269,,,,
3577,,Queens,Q322,,,24,,,,,Classroom Connectivity,,,P.S. 14 ANNEX,,,,
3578,,Queens,Q721,,,24,,,,,Classroom Connectivity,,,P.S. 16 (OLD Q721 SPED),,,,
3579,,Queens,Q721,,,24,,,,,Classroom Connectivity,,,P.S. 16 (OLD Q721 SPED),,,,
3580,,Queens,Q721,,,24,,,,,Classroom Connectivity,,,P.S. 16 (OLD Q721 SPED),,,,
3581,,Queens,Q721,,,24,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 16 (OLD Q721 SPED),,,,
3582,,Queens,Q777,,,24,,,,,Electrical Systems,,,P.S. 199 ANNEX (@ ST. TERESA'S),,,,50-15 44TH STREET
3583,,Queens,Q777,,,24,,,,,Low-Voltage Electrical Systems,,,P.S. 199 ANNEX (@ ST. TERESA'S),,,,50-15 44TH STREET
3584,,Queens,Q841,,,24,,,,,Classroom Connectivity,,,P.S. 199 ANNEX,,,,48-25 37TH STREET
3585,,Queens,Q848,,,24,,,,,Classroom Connectivity,,,P.S. 81 ANNEX (OLD 75),,,,
3586,,Queens,Q848,,,24,,,,,Exterior Masonry,,,P.S. 81 ANNEX (OLD 75),,,,
3587,,Queens,Q848,,,24,,,,,Flood Elimination,,,P.S. 81 ANNEX (OLD 75),,,,
3588,,Queens,Q849,,,24,,,,,Classroom Connectivity,,,I.S. 77,,,,
3589,,Queens,Q849,,,24,,,,,New/Retrofit Telephone/Intercom System,,,I.S. 77,,,,
3590,,Queens,Q873,,,24,,,,,Classroom Connectivity,,,I.S. 73 MINISCHOOL,,,,
3591,,Queens,Q873,,,24,,,,,Roofs,,,I.S. 73 MINISCHOOL,,,,
3592,,Queens,Q876,,,24,,,,,Classroom Connectivity,,,P.S. 88 ANNEX,,,,
3593,,Queens,Q877,,,24,,,,,Classroom Connectivity,,,51ST AVENUE ACADEMY,,,,
3594,,Queens,Q878,,,24,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 128 ANNEX,,,,
3595,,Queens,QAGV,,,24,,,,,New/Retrofit Telephone/Intercom System,,,SCHOOL OF TRANSFIGURATION,,,,
3596,,Queens,Q020,,,25,,,,,Classroom Connectivity,,,P.S. 20,,,,
3597,,Queens,Q020,,,25,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 20,,,,
3598,,Queens,Q021,,,25,,,,,Boiler Conversion,,,P.S. 21,,,,
3599,,Queens,Q021,,,25,,,,,Classroom Connectivity,,,P.S. 21,,,,
3600,,Queens,Q021,,,25,,,,,Exterior Masonry,,,P.S. 21,,,,
3601,,Queens,Q021,,,25,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 21,,,,
3602,,Queens,Q021,,,25,,,,,Parapets,,,P.S. 21,,,,
3603,,Queens,Q021,,,25,,,,,Roofs,,,P.S. 21,,,,
3604,,Queens,Q021,,,25,,,,,Safety Systems,,,P.S. 21,,,,
3605,,Queens,Q022,,,25,,,,,Boiler Conversion,,,P.S. 22,,,,
3606,,Queens,Q022,,,25,,,,,Classroom Connectivity,,,P.S. 22,,,,
3607,,Queens,Q022,,,25,,,,,Emergency Stabilization,,,P.S. 22,,,,
3608,,Queens,Q022,,,25,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 22,,,,
3609,,Queens,Q024,,,25,,,,,Classroom Connectivity,,,P.S. 24,,,,
3610,,Queens,Q024,,,25,,,,,Electrical Systems,,,P.S. 24,,,,
3611,,Queens,Q024,,,25,,,,,Exterior Masonry,,,P.S. 24,,,,
3612,,Queens,Q024,,,25,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 24,,,,
3613,,Queens,Q024,,,25,,,,,Parapets,,,P.S. 24,,,,
3614,,Queens,Q025,,,25,,,,,Air Conditioning Retrofit,,,J.H.S. 25,,,,
3615,,Queens,Q025,,,25,,,,,Boiler Conversion,,,J.H.S. 25,,,,
3616,,Queens,Q025,,,25,,,,,Classroom Connectivity,,,J.H.S. 25,,,,
3617,,Queens,Q025,,,25,,,,,Classroom Connectivity,,,J.H.S. 25,,,,
3618,,Queens,Q025,,,25,,,,,Elevators and Escalators,,,J.H.S. 25,,,,
3619,,Queens,Q025,,,25,,,,,Exterior Masonry,,,J.H.S. 25,,,,
3620,,Queens,Q025,,,25,,,,,IP Digital Video Surveillance,,,J.H.S. 25,,,,
3621,,Queens,Q025,,,25,,,,,Parapets,,,J.H.S. 25,,,,
3622,,Queens,Q025,,,25,,,,,Roofs,,,J.H.S. 25,,,,
3623,,Queens,Q029,,,25,,,,,Classroom Connectivity,,,P.S. 29 ADDITION,,,,125-10 23 AVENUE
3624,,Queens,Q029,,,25,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 29 ADDITION,,,,125-10 23 AVENUE
