,actual_est_completion,borough,building_id,constr_start,design_start,district,forecast_capacity,funding_reqd_fy15-19,needed_to_complete,previous_appropriations,program_category,project_#,reason,school_name,source,special_notes,total_est_cost,location
5117,,Manhattan,M097,,,78M,,,,,Safety Systems,,,BARD COLLEGE HS (OLD M097),,,,
5118,,Manhattan,M107,,,78M,,,,,Classroom Connectivity,,,THE HERITAGE SCHOOL,,,,
5119,,Manhattan,M136,,,78M,,,,,Classroom Connectivity,,,I.S. 136,,,,
5120,,Manhattan,M136,,,78M,,,,,New/Retrofit Telephone/Intercom System,,,I.S. 136,,,,
5121,,Manhattan,M136,,,78M,,,,,Parapets,,,I.S. 136,,,,
5122,,Manhattan,M136,,,78M,,,,,Roofs,,,I.S. 136,,,,
5123,,Manhattan,M136,,,78M,,,,,Safety Systems,,,I.S. 136,,,,
5124,,Manhattan,M136,,,78M,,,,,Science Lab Upgrades,,,I.S. 136,,,,
5125,,Manhattan,M282,,,78M,,,,,Classroom Connectivity,,,BROADWAY EDUCATION CAMPUS,,,,26 BROADWAY
5126,,Manhattan,M435,,,78M,,,,,Classroom Connectivity,,,MANHTN CT FOR MATH & SCI. HS,,,,
5127,,Manhattan,M435,,,78M,,,,,Exterior Masonry,,,MANHTN CT FOR MATH & SCI. HS,,,,
5128,,Manhattan,M435,,,78M,,,,,Gymnasium Upgrade,,,MANHTN CT FOR MATH & SCI. HS,,,,
5129,,Manhattan,M435,,,78M,,,,,New/Retrofit Telephone/Intercom System,,,MANHTN CT FOR MATH & SCI. HS,,,,
5130,,Manhattan,M435,,,78M,,,,,Parapets,,,MANHTN CT FOR MATH & SCI. HS,,,,
5131,,Manhattan,M440,,,78M,,,,,Classroom Connectivity,,,BAYARD RUSTIN EDUCATIONAL COMP,,,,
5132,,Manhattan,M440,,,78M,,,,,Low-Voltage Electrical Systems,,,BAYARD RUSTIN EDUCATIONAL COMP,,,,
5133,,Manhattan,M440,,,78M,,,,,New/Retrofit Telephone/Intercom System,,,BAYARD RUSTIN EDUCATIONAL COMP,,,,
5134,,Manhattan,M440,,,78M,,,,,Room Conversions/Partitioning,,,BAYARD RUSTIN EDUCATIONAL COMP,,,,
5135,,Manhattan,M440,,,78M,,,,,School Improvement and Restructuring,,,BAYARD RUSTIN EDUCATIONAL COMP,,,,
5136,,Manhattan,M440,,,78M,,,,,Science Lab Upgrades,,,BAYARD RUSTIN EDUCATIONAL COMP,,,,
5137,,Manhattan,M440,,,78M,,,,,Technology,,,BAYARD RUSTIN EDUCATIONAL COMP,,,,
5138,,Manhattan,M445,,,78M,,,,,Classroom Connectivity,,,SEWARD PARK HS,,,,
5139,,Manhattan,M445,,,78M,,,,,Classroom Connectivity,,,SEWARD PARK HS,,,,
5140,,Manhattan,M445,,,78M,,,,,Classroom Connectivity,,,SEWARD PARK HS,,,,
5141,,Manhattan,M445,,,78M,,,,,Classroom Connectivity,,,SEWARD PARK HS,,,,
5142,,Manhattan,M445,,,78M,,,,,Classroom Connectivity,,,SEWARD PARK HS,,,,
5143,,Manhattan,M445,,,78M,,,,,Classroom Connectivity,,,SEWARD PARK HS,,,,
5144,,Manhattan,M445,,,78M,,,,,Classroom Connectivity,,,SEWARD PARK HS,,,,
5145,,Manhattan,M445,,,78M,,,,,Exterior Masonry,,,SEWARD PARK HS,,,,
5146,,Manhattan,M445,,,78M,,,,,Flood Elimination,,,SEWARD PARK HS,,,,
5147,,Manhattan,M445,,,78M,,,,,Parapets,,,SEWARD PARK HS,,,,
5148,,Manhattan,M445,,,78M,,,,,Roofs,,,SEWARD PARK HS,,,,
5149,,Manhattan,M445,,,78M,,,,,Room Conversions/Partitioning,,,SEWARD PARK HS,,,,
5150,,Manhattan,M445,,,78M,,,,,Walk In Freezer Replacement,,,SEWARD PARK HS,,,,
5151,,Manhattan,M445,,,78M,,,,,Windows,,,SEWARD PARK HS,,,,
5152,,Manhattan,M446,,,78M,,,,,Classroom Connectivity,,,UNIVERSITY NEIGHBORHOOD,,,,
5153,,Manhattan,M446,,,78M,,,,,Electrical Systems,,,UNIVERSITY NEIGHBORHOOD,,,,
5154,,Manhattan,M446,,,78M,,,,,Exterior Masonry,,,UNIVERSITY NEIGHBORHOOD,,,,
5155,,Manhattan,M446,,,78M,,,,,Flood Elimination,,,UNIVERSITY NEIGHBORHOOD,,,,
5156,,Manhattan,M446,,,78M,,,,,IP Digital Video Surveillance,,,UNIVERSITY NEIGHBORHOOD,,,,
5157,,Manhattan,M446,,,78M,,,,,Lighting Fixtures,,,UNIVERSITY NEIGHBORHOOD,,,,
5158,,Manhattan,M446,,,78M,,,,,Low-Voltage Electrical Systems,,,UNIVERSITY NEIGHBORHOOD,,,,
5159,,Manhattan,M446,,,78M,,,,,New/Retrofit Telephone/Intercom System,,,UNIVERSITY NEIGHBORHOOD,,,,
5160,,Manhattan,M446,,,78M,,,,,New/Retrofit Telephone/Intercom System,,,UNIVERSITY NEIGHBORHOOD,,,,
5161,,Manhattan,M446,,,78M,,,,,Parapets,,,UNIVERSITY NEIGHBORHOOD,,,,
5162,,Manhattan,M446,,,78M,,,,,Roofs,,,UNIVERSITY NEIGHBORHOOD,,,,
5163,,Manhattan,M446,,,78M,,,,,Room Conversions/Partitioning,,,UNIVERSITY NEIGHBORHOOD,,,,
5164,,Manhattan,M451,,,78M,,,,,Classroom Connectivity,,,LIBERTY HS,,,,
5165,,Manhattan,M451,,,78M,,,,,IP Digital Video Surveillance,,,LIBERTY HS,,,,
5166,,Manhattan,M451,,,78M,,,,,New/Retrofit Telephone/Intercom System,,,LIBERTY HS,,,,
5167,,Manhattan,M460,,,78M,,,,,Auditorium Upgrade,,,WASHINGTON IRVING HS,,,,
5168,,Manhattan,M460,,,78M,,,,,Classroom Connectivity,,,WASHINGTON IRVING HS,,,,
5169,,Manhattan,M460,,,78M,,,,,Elevators And Escalators,,,WASHINGTON IRVING HS,,,,
5170,,Manhattan,M460,,,78M,,,,,Gymnasium Upgrade,,,WASHINGTON IRVING HS,,,,
5171,,Manhattan,M460,,,78M,,,,,Library Upgrades,,,WASHINGTON IRVING HS,,,,
5172,,Manhattan,M460,,,78M,,,,,New/Retrofit Telephone/Intercom System,,,WASHINGTON IRVING HS,,,,
5173,,Manhattan,M460,,,78M,,,,,Room Conversions/Partitioning,,,WASHINGTON IRVING HS,,,,
5174,,Manhattan,M460,,,78M,,,,,School Improvement and Restructuring,,,WASHINGTON IRVING HS,,,,
5175,,Manhattan,M460,,,78M,,,,,Science Lab Upgrades,,,WASHINGTON IRVING HS,,,,
5176,,Manhattan,M460,,,78M,,,,,Toilets-Students,,,WASHINGTON IRVING HS,,,,
5177,,Manhattan,M465,,,78M,,,,,Classroom Connectivity,,,G. WASHINGTON HS EDUC. CAMPUS,,,,
5178,,Manhattan,M465,,,78M,,,,,New/Retrofit Telephone/Intercom System,,,G. WASHINGTON HS EDUC. CAMPUS,,,,
5179,,Manhattan,M470,,,78M,,,,,Classroom Connectivity,,,LOUIS D. BRANDEIS HS,,,,
5180,,Manhattan,M470,,,78M,,,,,Electrical Systems,,,LOUIS D. BRANDEIS HS,,,,
5181,,Manhattan,M470,,,78M,,,,,Gymnasium Upgrade,,,LOUIS D. BRANDEIS HS,,,,
5182,,Manhattan,M470,,,78M,,,,,Interior Spaces,,,LOUIS D. BRANDEIS HS,,,,
5183,,Manhattan,M470,,,78M,,,,,Library Upgrades,,,LOUIS D. BRANDEIS HS,,,,
5184,,Manhattan,M470,,,78M,,,,,New/Retrofit Telephone/Intercom System,,,LOUIS D. BRANDEIS HS,,,,
5185,,Manhattan,M470,,,78M,,,,,Technology,,,LOUIS D. BRANDEIS HS,,,,
5186,,Manhattan,M470,,,78M,,,,,Toilets-Students,,,LOUIS D. BRANDEIS HS,,,,
5187,,Manhattan,M475,,,78M,,,,,Classroom Connectivity,,,HEALTH PROFESSIONS HS (OL STY),,,,
5188,,Manhattan,M475,,,78M,,,,,Classroom Connectivity,,,HEALTH PROFESSIONS HS (OL STY),,,,
5189,,Manhattan,M475,,,78M,,,,,Classroom Connectivity,,,HEALTH PROFESSIONS HS (OL STY),,,,
5190,,Manhattan,M475,,,78M,,,,,New/Retrofit Telephone/Intercom System,,,HEALTH PROFESSIONS HS (OL STY),,,,
5191,,Manhattan,M477,,,78M,,,,,Classroom Connectivity,,,STUYVESANT HS (NEW),,,,
5192,,Manhattan,M477,,,78M,,,,,Classroom Connectivity,,,STUYVESANT HS (NEW),,,,
5193,,Manhattan,M477,,,78M,,,,,Elevators And Escalators,,,STUYVESANT HS (NEW),,,,
5194,,Manhattan,M477,,,78M,,,,,IP Digital Video Surveillance,,,STUYVESANT HS (NEW),,,,
5195,,Manhattan,M477,,,78M,,,,,New/Retrofit Telephone/Intercom System,,,STUYVESANT HS (NEW),,,,
5196,,Manhattan,M480,,,78M,,,,,Classroom Connectivity,,,JULIA RICHMAN ED. COMPLEX,,,,
5197,,Manhattan,M480,,,78M,,,,,Classroom Connectivity,,,JULIA RICHMAN ED. COMPLEX,,,,
5198,,Manhattan,M480,,,78M,,,,,Code Compliance,,,JULIA RICHMAN ED. COMPLEX,,,,
5199,,Manhattan,M480,,,78M,,,,,Emergency Lighting And Fire Safety Retrofits,,,JULIA RICHMAN ED. COMPLEX,,,,
5200,,Manhattan,M480,,,78M,,,,,New/Retrofit Telephone/Intercom System,,,JULIA RICHMAN ED. COMPLEX,,,,
5201,,Manhattan,M480,,,78M,,,,,Toilets-Students,,,JULIA RICHMAN ED. COMPLEX,,,,
5202,,Manhattan,M485,,,78M,,,,,Classroom Connectivity,,,FIORELLO LAGUARDIA HS,,,,
5203,,Manhattan,M485,,,78M,,,,,Low-Voltage Electrical Systems,,,FIORELLO LAGUARDIA HS,,,,
5204,,Manhattan,M485,,,78M,,,,,New/Retrofit Telephone/Intercom System,,,FIORELLO LAGUARDIA HS,,,,
5205,,Manhattan,M485,,,78M,,,,,New/Retrofit Telephone/Intercom System,,,FIORELLO LAGUARDIA HS,,,,
5206,,Manhattan,M485,,,78M,,,,,Roofs,,,FIORELLO LAGUARDIA HS,,,,
5207,,Manhattan,M485,,,78M,,,,,Windows,,,FIORELLO LAGUARDIA HS,,,,
5208,,Manhattan,M486,,,78M,,,,,Classroom Connectivity,,,J. K. ONASSIS HS FOR INT CAREERS,,,,
5209,,Manhattan,M486,,,78M,,,,,IP Digital Video Surveillance,,,J. K. ONASSIS HS FOR INT CAREERS,,,,
5210,,Manhattan,M486,,,78M,,,,,New/Retrofit Telephone/Intercom System,,,J. K. ONASSIS HS FOR INT CAREERS,,,,
5211,,Manhattan,M488,,,78M,,,,,Classroom Connectivity,,,MIDTOWN EAST CAMPUS,,,,
5212,,Manhattan,M490,,,78M,,,,,Auditorium Upgrade,,,"MARTIN LUTHER KING, JR. HS",,,,
5213,,Manhattan,M490,,,78M,,,,,Classroom Connectivity,,,"MARTIN LUTHER KING, JR. HS",,,,
5214,,Manhattan,M490,,,78M,,,,,Classroom Connectivity,,,"MARTIN LUTHER KING, JR. HS",,,,
5215,,Manhattan,M490,,,78M,,,,,Safety Systems,,,"MARTIN LUTHER KING, JR. HS",,,,
5216,,Manhattan,M495,,,78M,,,,,Classroom Connectivity,,,PARK EAST HS,,,,
5217,,Manhattan,M495,,,78M,,,,,Elevators and Escalators,,,PARK EAST HS,,,,
5218,,Manhattan,M495,,,78M,,,,,Emergency Lighting And Fire Safety Retrofits,,,PARK EAST HS,,,,
5219,,Manhattan,M495,,,78M,,,,,Exterior Masonry,,,PARK EAST HS,,,,
5220,,Manhattan,M495,,,78M,,,,,Parapets,,,PARK EAST HS,,,,
5221,,Manhattan,M495,,,78M,,,,,Roofs,,,PARK EAST HS,,,,
5222,,Manhattan,M495,,,78M,,,,,Windows,,,PARK EAST HS,,,,
5223,,Manhattan,M501,,,78M,,,,,Classroom Connectivity,,,ARTHUR SCHOMBURG HS (IS 201),,,,
5224,,Manhattan,M501,,,78M,,,,,New/Retrofit Telephone/Intercom System,,,ARTHUR SCHOMBURG HS (IS 201),,,,
5225,,Manhattan,M501,,,78M,,,,,Parapets,,,ARTHUR SCHOMBURG HS (IS 201),,,,
5226,,Manhattan,M501,,,78M,,,,,Room Conversions/Partitioning,,,ARTHUR SCHOMBURG HS (IS 201),,,,
5227,,Manhattan,M501,,,78M,,,,,Walk In Freezer Replacement,,,ARTHUR SCHOMBURG HS (IS 201),,,,
5228,,Manhattan,M505,,,78M,,,,,New/Retrofit Telephone/Intercom System,,,WEST SIDE ALT HS (OLD 179),,,,
5229,,Manhattan,M506,,,78M,,,,,Classroom Connectivity,,,EDWARD A. REYNOLDS WEST SIDE HS,,,,
5230,,Manhattan,M506,,,78M,,,,,New/Retrofit Telephone/Intercom System,,,EDWARD A. REYNOLDS WEST SIDE HS,,,,
5231,,Manhattan,M510,,,78M,,,,,Classroom Connectivity,,,FORSYTH HS (AUXSVC-OLD 91),,,,
5232,,Manhattan,M510,,,78M,,,,,Classroom Connectivity,,,FORSYTH HS (AUXSVC-OLD 91),,,,
5233,,Manhattan,M510,,,78M,,,,,Classroom Connectivity,,,FORSYTH HS (AUXSVC-OLD 91),,,,
5234,,Manhattan,M510,,,78M,,,,,Flood Elimination,,,FORSYTH HS (AUXSVC-OLD 91),,,,
5235,,Manhattan,M510,,,78M,,,,,IP Digital Video Surveillance,,,FORSYTH HS (AUXSVC-OLD 91),,,,
5236,,Manhattan,M520,,,78M,,,,,Classroom Connectivity,,,MURRY BERGTRAUM HS (ECF),,,,
5237,,Manhattan,M520,,,78M,,,,,Lighting Fixtures,,,MURRY BERGTRAUM HS (ECF),,,,
5238,,Manhattan,M520,,,78M,,,,,New/Retrofit Telephone/Intercom System,,,MURRY BERGTRAUM HS (ECF),,,,
5239,,Manhattan,M520,,,78M,,,,,Room Conversions/Partitioning,,,MURRY BERGTRAUM HS (ECF),,,,
5240,,Manhattan,M520,,,78M,,,,,Room Conversions/Partitioning,,,MURRY BERGTRAUM HS (ECF),,,,
5241,,Manhattan,M520,,,78M,,,,,Toilets-Students,,,MURRY BERGTRAUM HS (ECF),,,,
5242,,Manhattan,M535,,,78M,,,,,Air Conditioning Retrofit,,,PARK WEST HS (ECF),,,,
5243,,Manhattan,M535,,,78M,,,,,Cimate Control,,,PARK WEST HS (ECF),,,,
5244,,Manhattan,M535,,,78M,,,,,Classroom Connectivity,,,PARK WEST HS (ECF),,,,
5245,,Manhattan,M535,,,78M,,,,,Classroom Connectivity,,,PARK WEST HS (ECF),,,,
5246,,Manhattan,M535,,,78M,,,,,Classroom Connectivity,,,PARK WEST HS (ECF),,,,
5247,,Manhattan,M535,,,78M,,,,,Classroom Connectivity,,,PARK WEST HS (ECF),,,,
5248,,Manhattan,M535,,,78M,,,,,Classroom Connectivity,,,PARK WEST HS (ECF),,,,
5249,,Manhattan,M535,,,78M,,,,,Classroom Connectivity,,,PARK WEST HS (ECF),,,,
5250,,Manhattan,M535,,,78M,,,,,Heating Plant Upgrade,,,PARK WEST HS (ECF),,,,
5251,,Manhattan,M535,,,78M,,,,,New/Retrofit Telephone/Intercom System,,,PARK WEST HS (ECF),,,,
5252,,Manhattan,M535,,,78M,,,,,School Improvement and Restructuring,,,PARK WEST HS (ECF),,,,
5253,,Manhattan,M540,,,78M,,,,,Classroom Connectivity,,,A. PHILLIP RANDOLPH HS,,,,
5254,,Manhattan,M540,,,78M,,,,,IP Digital Video Surveillance,,,A. PHILLIP RANDOLPH HS,,,,
5255,,Manhattan,M540,,,78M,,,,,New/Retrofit Telephone/Intercom System,,,A. PHILLIP RANDOLPH HS,,,,
5256,,Manhattan,M600,,,78M,,,,,Classroom Connectivity,,,FASHION INDUSTRIES VOC HS,,,,
5257,,Manhattan,M600,,,78M,,,,,Classroom Connectivity,,,FASHION INDUSTRIES VOC HS,,,,
5258,,Manhattan,M600,,,78M,,,,,Climate Control,,,FASHION INDUSTRIES VOC HS,,,,
5259,,Manhattan,M600,,,78M,,,,,Low-Voltage Electrical Systems,,,FASHION INDUSTRIES VOC HS,,,,
5260,,Manhattan,M600,,,78M,,,,,New/Retrofit Telephone/Intercom System,,,FASHION INDUSTRIES VOC HS,,,,
5261,,Manhattan,M600,,,78M,,,,,Room Conversions/Partitioning,,,FASHION INDUSTRIES VOC HS,,,,
5262,,Manhattan,M600,,,78M,,,,,Windows,,,FASHION INDUSTRIES VOC HS,,,,
5263,,Manhattan,M615,,,78M,,,,,Classroom Connectivity,,,CHELSEA VOC HS,,,,
5264,,Manhattan,M615,,,78M,,,,,Domestic Piping,,,CHELSEA VOC HS,,,,
5265,,Manhattan,M615,,,78M,,,,,New/Retrofit Telephone/Intercom System,,,CHELSEA VOC HS,,,,
5266,,Manhattan,M620,,,78M,,,,,Classroom Connectivity,,,NORMAN THOMAS HS (ECF),,,,
5267,,Manhattan,M620,,,78M,,,,,Classroom Connectivity,,,NORMAN THOMAS HS (ECF),,,,
5268,,Manhattan,M620,,,78M,,,,,Low-Voltage Electrical Systems,,,NORMAN THOMAS HS (ECF),,,,
5269,,Manhattan,M620,,,78M,,,,,Room Conversions/Partitioning,,,NORMAN THOMAS HS (ECF),,,,
5270,,Manhattan,M625,,,78M,,,,,Boiler Conversion,,,HS OF GRAPHIC COMMUNICATION ARTS,,,,
5271,,Manhattan,M625,,,78M,,,,,Classroom Connectivity,,,HS OF GRAPHIC COMMUNICATION ARTS,,,,
5272,,Manhattan,M625,,,78M,,,,,Classroom Connectivity,,,HS OF GRAPHIC COMMUNICATION ARTS,,,,
5273,,Manhattan,M625,,,78M,,,,,Classroom Connectivity,,,HS OF GRAPHIC COMMUNICATION ARTS,,,,
5274,,Manhattan,M625,,,78M,,,,,Climate Control,,,HS OF GRAPHIC COMMUNICATION ARTS,,,,
5275,,Manhattan,M625,,,78M,,,,,Exterior Masonry,,,HS OF GRAPHIC COMMUNICATION ARTS,,,,
5276,,Manhattan,M625,,,78M,,,,,Library Upgrades,,,HS OF GRAPHIC COMMUNICATION ARTS,,,,
5277,,Manhattan,M625,,,78M,,,,,Technology,,,HS OF GRAPHIC COMMUNICATION ARTS,,,,
5278,,Manhattan,M625,,,78M,,,,,Toilets-Students,,,HS OF GRAPHIC COMMUNICATION ARTS,,,,
5279,,Manhattan,M625,,,78M,,,,,Walk In Freezer Replacement,,,HS OF GRAPHIC COMMUNICATION ARTS,,,,
5280,,Manhattan,M625,,,78M,,,,,Windows,,,HS OF GRAPHIC COMMUNICATION ARTS,,,,
5281,,Manhattan,M630,,,78M,,,,,Classroom Connectivity,,,ART & DESIGN VOC HS (TNDEM M059),,,,
5282,,Manhattan,M630,,,78M,,,,,New/Retrofit Telephone/Intercom System,,,ART & DESIGN VOC HS (TNDEM M059),,,,
5283,,Manhattan,M641,,,78M,,,,,Classroom Connectivity,,,CITY AS SCHOOL (OLD 95),,,,
5284,,Manhattan,M641,,,78M,,,,,Classroom Connectivity,,,CITY AS SCHOOL (OLD 95),,,,
5285,,Manhattan,M641,,,78M,,,,,Classroom Connectivity,,,CITY AS SCHOOL (OLD 95),,,,
5286,,Manhattan,M641,,,78M,,,,,Electrical Systems,,,CITY AS SCHOOL (OLD 95),,,,
5287,,Manhattan,M641,,,78M,,,,,Emergency Lighting And Fire Safety Retrofits,,,CITY AS SCHOOL (OLD 95),,,,
5288,,Manhattan,M641,,,78M,,,,,Floors,,,CITY AS SCHOOL (OLD 95),,,,
5289,,Manhattan,M641,,,78M,,,,,Low-Voltage Electrical Systems,,,CITY AS SCHOOL (OLD 95),,,,
5290,,Manhattan,M641,,,78M,,,,,New/Retrofit Telephone/Intercom System,,,CITY AS SCHOOL (OLD 95),,,,
5291,,Manhattan,M645,,,78M,,,,,Classroom Connectivity,,,OLD MANHATTAN VOC/TECH HS,,,,
5292,,Manhattan,M645,,,78M,,,,,New/Retrofit Telephone/Intercom System,,,OLD MANHATTAN VOC/TECH HS,,,,
5293,,Manhattan,M645,,,78M,,,,,Roofs,,,OLD MANHATTAN VOC/TECH HS,,,,
5294,,Manhattan,M646,,,78M,,,,,Classroom Connectivity,,,SCL COOP TECH ED (MNH VOC HS),,,,
5295,,Manhattan,M646,,,78M,,,,,New/Retrofit Telephone/Intercom System,,,SCL COOP TECH ED (MNH VOC HS),,,,
5296,,Manhattan,M661,,,78M,,,,,Classroom Connectivity,,,MNHT COMP NIGHT&DAY (OL BACN X),,,,
5297,,Manhattan,M807,,,78M,,,,,Classroom Connectivity,,,HARVEY MILK SCHOOL,,,,
5298,,Manhattan,M807,,,78M,,,,,New/Retrofit Telephone/Intercom System,,,HARVEY MILK SCHOOL,,,,
5299,,Manhattan,M812,,,78M,,,,,Classroom Connectivity,,,"HS FOR MATH, SCI & ENGINEERING",,,,
5300,,Manhattan,M812,,,78M,,,,,Classroom Connectivity,,,"HS FOR MATH, SCI & ENGINEERING",,,,
5301,,Manhattan,M826,,,78M,,,,,Classroom Connectivity,,,SUSPENDED PEDAGOGUE CENTER,,,,
5302,,Manhattan,M833,,,78M,,,,,Auditorium Upgrade,,,HS FOR ECONOMICS & FINANCE,,,,
5303,,Manhattan,M833,,,78M,,,,,Classroom Connectivity,,,HS FOR ECONOMICS & FINANCE,,,,
5304,,Manhattan,M833,,,78M,,,,,Elevators And Escalators,,,HS FOR ECONOMICS & FINANCE,,,,
5305,,Manhattan,M833,,,78M,,,,,IP Digital Video Surveillance,,,HS FOR ECONOMICS & FINANCE,,,,
5306,,Manhattan,M834,,,78M,,,,,Classroom Connectivity,,,HS FOR ENVIRONMENTAL STUDIES,,,,
5307,,Manhattan,M834,,,78M,,,,,IP Digital Video Surveillance,,,HS FOR ENVIRONMENTAL STUDIES,,,,
5308,,Manhattan,M834,,,78M,,,,,New/Retrofit Telephone/Intercom System,,,HS FOR ENVIRONMENTAL STUDIES,,,,
5309,,Manhattan,M835,,,78M,,,,,Classroom Connectivity,,,THE COMMUNITY PREPARATORY HS,,,,
5310,,Manhattan,M835,,,78M,,,,,New/Retrofit Telephone/Intercom System,,,THE COMMUNITY PREPARATORY HS,,,,
5311,,Manhattan,M837,,,78M,,,,,Classroom Connectivity,,,BEACON HS,,,,
5312,,Manhattan,M873,,,78M,,,,,Classroom Connectivity,,,MANHATTAN VILLAGE ACADEMY,,,,
5313,,Manhattan,M874,,,78M,,,,,Classroom Connectivity,,,SCHOOL FOR THE PHYSICAL CITY,,,,
5314,,Manhattan,M876,,,78M,,,,,Paved Area Concrete,,,GREGORIO LUPERON PREP. SCHOOL,,,,
5315,,Manhattan,M876,,,78M,,,,,Technology,,,GREGORIO LUPERON PREP. SCHOOL,,,,
5316,,Manhattan,M883,,,78M,,,,,Classroom Connectivity,,,LEGACY HS FOR INTEGR. STUDIES,,,,
5317,,Manhattan,M883,,,78M,,,,,Classroom Connectivity,,,LEGACY HS FOR INTEGR. STUDIES,,,,
5318,,Manhattan,M883,,,78M,,,,,IP Digital Video Surveillance,,,LEGACY HS FOR INTEGR. STUDIES,,,,
5319,,Manhattan,M883,,,78M,,,,,New/Retrofit Telephone/Intercom System,,,LEGACY HS FOR INTEGR. STUDIES,,,,
5320,,Manhattan,M894,,,78M,,,,,Classroom Connectivity,,,HS FOR LEADERSHIP & PUBLIC SER,,,,
5321,,Manhattan,M894,,,78M,,,,,IP Digital Video Surveillance,,,HS FOR LEADERSHIP & PUBLIC SER,,,,
5322,,Manhattan,M894,,,78M,,,,,Lighting Fixtures,,,HS FOR LEADERSHIP & PUBLIC SER,,,,
5323,,Manhattan,M894,,,78M,,,,,New/Retrofit Telephone/Intercom System,,,HS FOR LEADERSHIP & PUBLIC SER,,,,
5324,,Manhattan,M895,,,78M,,,,,Classroom Connectivity,,,YOUNG WOMEN'S LEADERSHIP HS,,,,
5325,,Manhattan,M895,,,78M,,,,,New/Retrofit Telephone/Intercom System,,,YOUNG WOMEN'S LEADERSHIP HS,,,,
5326,,Manhattan,M897,,,78M,,,,,New/Retrofit Telephone/Intercom System,,,UNITY HS,,,,
5327,,Manhattan,M905,,,78M,,,,,Classroom Connectivity,,,BALLET TECH/PUB. SCL FOR DANCE,,,,
5328,,Manhattan,M911,,,78M,,,,,Auditorium Upgrade,,,HARLEM RENAISSANCE HS (OLD M24),,,,
5329,,Manhattan,M911,,,78M,,,,,Classroom Connectivity,,,HARLEM RENAISSANCE HS (OLD M24),,,,
5330,,Manhattan,M911,,,78M,,,,,New/Retrofit Telephone/Intercom System,,,HARLEM RENAISSANCE HS (OLD M24),,,,
5331,,Manhattan,M920,,,78M,,,,,Classroom Connectivity,,,SATELLITE ACADEMY,,,,
5332,,Manhattan,M920,,,78M,,,,,New/Retrofit Telephone/Intercom System,,,SATELLITE ACADEMY,,,,
5333,,Manhattan,M970,,,78M,,,,,Classroom Connectivity,,,THURGOOD MARSHALL ACAD.,,,,
5334,,Manhattan,M970,,,78M,,,,,New/Retrofit Telephone/Intercom System,,,THURGOOD MARSHALL ACAD.,,,,
5335,,Queens,K420,,,78Q,,,,,Classroom Connectivity,,,FRANKLIN K. LANE HS,,,,
5336,,Queens,K420,,,78Q,,,,,Classroom Connectivity,,,FRANKLIN K. LANE HS,,,,
5337,,Queens,K420,,,78Q,,,,,Classroom Connectivity,,,FRANKLIN K. LANE HS,,,,
5338,,Queens,K420,,,78Q,,,,,Classroom Connectivity,,,FRANKLIN K. LANE HS,,,,
5339,,Queens,K420,,,78Q,,,,,Classroom Connectivity,,,FRANKLIN K. LANE HS,,,,
5340,,Queens,Q023,,,78Q,,,,,Classroom Connectivity,,,QUEENS ACADEMY HS,,,,
5341,,Queens,Q023,,,78Q,,,,,New/Retrofit Telephone/Intercom System,,,QUEENS ACADEMY HS,,,,
5342,,Queens,Q023,,,78Q,,,,,Toilets-Students,,,QUEENS ACADEMY HS,,,,
5343,,Queens,Q400,,,78Q,,,,,Cafeteria/Multipurpose Room Upgrade,,,AUGUST MARTIN HS,,,,
5344,,Queens,Q400,,,78Q,,,,,Classroom Connectivity,,,AUGUST MARTIN HS,,,,
5345,,Queens,Q400,,,78Q,,,,,Exterior Masonry,,,AUGUST MARTIN HS,,,,
5346,,Queens,Q400,,,78Q,,,,,IP Digital Video Surveillance,,,AUGUST MARTIN HS,,,,
5347,,Queens,Q400,,,78Q,,,,,Parapets,,,AUGUST MARTIN HS,,,,
5348,,Queens,Q400,,,78Q,,,,,Roofs,,,AUGUST MARTIN HS,,,,
5349,,Queens,Q405,,,78Q,,,,,Classroom Connectivity,,,BAYSIDE HS,,,,
5350,,Queens,Q405,,,78Q,,,,,Elevators And Escalators,,,BAYSIDE HS,,,,
5351,,Queens,Q405,,,78Q,,,,,Exterior Masonry,,,BAYSIDE HS,,,,
5352,,Queens,Q405,,,78Q,,,,,Flood Elimination,,,BAYSIDE HS,,,,
5353,,Queens,Q405,,,78Q,,,,,Low-Voltage Electrical Systems,,,BAYSIDE HS,,,,
5354,,Queens,Q405,,,78Q,,,,,New/Retrofit Telephone/Intercom System,,,BAYSIDE HS,,,,
5355,,Queens,Q405,,,78Q,,,,,Parapets,,,BAYSIDE HS,,,,
5356,,Queens,Q405,,,78Q,,,,,Paved Area Concrete,,,BAYSIDE HS,,,,
5357,,Queens,Q405,,,78Q,,,,,Roofs,,,BAYSIDE HS,,,,
5358,,Queens,Q405,,,78Q,,,,,Swimming Pool,,,BAYSIDE HS,,,,
5359,,Queens,Q410,,,78Q,,,,,Classroom Connectivity,,,BEACH CHANNEL HS,,,,
5360,,Queens,Q410,,,78Q,,,,,Elevators And Escalators,,,BEACH CHANNEL HS,,,,
5361,,Queens,Q410,,,78Q,,,,,Fencing,,,BEACH CHANNEL EDUCATIONAL CAMPUS,,,,
5362,,Queens,Q410,,,78Q,,,,,Low-Voltage Electrical Systems,,,BEACH CHANNEL HS,,,,
