borough,buildingid,actualestcompletion,constrstart,designstart,forecastcapacity,fundingreqd,location,neededtocomplete,previousappropriations,projectid,totalestcost,district,schoolname,description,type,source,geom
Manhattan,M848,,,,,,,,,DSF0000866014,"170,000",6,P.S. 192 MINISCHOOL,State of Good Repair - System Replacements - Toilets - Students,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000490BEE8EDF7C52C0EF75EFF614694440
Manhattan,M859,,,,,,,,,DSF0000866015,"170,000",6,I.S. 143 MINISCHOOL,State of Good Repair - System Replacements - Toilets - Students,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000009ED2CAF4957B52C0B2D2968DA96C4440
Manhattan,M859,,,,,,,,,DSF0000843781,"164,862",6,I.S. 143 MINISCHOOL,Classroom Connectivity,School Programs,sca_cp_programs_FY2015-19,0101000020E61000009ED2CAF4957B52C0B2D2968DA96C4440
Manhattan,M233,,,,,,,,,DSF0000866901,"15,000",6,ALTERNATIVE LEARNING CENTER,State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000002B7845F9B67B52C01985452FE06C4440
Bronx,X855,,,,,,,,,DSF0000867012,"3,000",7,P.S. 30 ANNEX,State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000004065858EA67A52C0735D1C5354674440
Bronx,X855,,,,,,,,,DSF0000866251,"82,419",7,P.S. 30 ANNEX,New/Retrofit Telephone/Intercom Systems,School Programs,sca_cp_programs_FY2015-19,0101000020E61000004065858EA67A52C0735D1C5354674440
Bronx,X848,,,,,,,,,DSF0000798241,"413,376",8,P.S. 48 AX (HNTS PNT ECC1),State of Good Repair - System Replacements - Roofs,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000802986F1C67852C086132E711B684440
Bronx,X848,,,,,,,,,DSF0000867011,"21,000",8,P.S. 48 AX (HNTS PNT ECC1),State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000802986F1C67852C086132E711B684440
Bronx,X848,,,,,,,,,DSF0000774688,"281,671",8,P.S. 48 AX (HNTS PNT ECC1),State of Good Repair - System Replacements - Windows,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000802986F1C67852C086132E711B684440
Bronx,X848,,,,,,,,,DSF0000774687,"742,785",8,P.S. 48 AX (HNTS PNT ECC1),State of Good Repair - System Replacements - Parapets,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000802986F1C67852C086132E711B684440
Bronx,X848,,,,,,,,,DSF0000797422,"1,105,254",8,P.S. 48 AX (HNTS PNT ECC1),State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000802986F1C67852C086132E711B684440
Bronx,X965,,,,,,,,,DSF0000867014,"3,000",78X,REGION 2 SUSPENSION CENTER,State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000B38DBF61737952C09002AE7F99684440
Bronx,X980,,,,,,,,,DSF0000867015,"6,000",9,P.S. 204 ANNEX,State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000D5915575757A52C05DCA25A6846C4440
Bronx,X171,,,,,,,,,DSF0000843691,"28,722",9,P.S. 4 ANNEX (P171 ECC),State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000054E50AC5737952C0533B9B00BE6B4440
Bronx,X172,,,,,,,,,DSF0000867108,"166,786",9,P.S. 11 ANNEX (P172 ECC),New/Retrofit Telephone/Intercom Systems,School Programs,sca_cp_programs_FY2015-19,0101000020E61000009A897656277B52C05FFA7236D06B4440
Bronx,X172,,,,,,,,,DSF0000773814,"1,076,530",9,P.S. 11 ANNEX (P172 ECC),State of Good Repair - Building Upgrade - Flood Elimination,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000009A897656277B52C05FFA7236D06B4440
Bronx,X338,,,,,,,,,DSF0000911284,1194155,09,MORRIS HEIGHTS EDUCATIONAL COMPLEX,State of Good Repair - System Replacements - Parapets,State of Good Repair ,sca_cp_programs_FY2020-24,0101000020E6100000A2CCAAF59B7A52C0EB25437BD46C4440
Bronx,X824,,,,,,,,,DSF0000800264,"18,567",9,P.S. 204,Classroom Connectivity,School Programs,sca_cp_programs_FY2015-19,0101000020E610000066EB6A90C07A52C00CF666656B6C4440
Bronx,X824,,,,,,,,,DSF0000797370,"235,418",9,P.S. 204,State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000066EB6A90C07A52C00CF666656B6C4440
Bronx,X236,,,,,,,,,DSF0000796839,"207,947",9,P.S. 236 ANNEX (P173 ECC),State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000003DF7AB8E817952C0345515C9176C4440
Bronx,X853,,,,,,,,,DSF0000909948,953520,10,P.S. 59 ANNEX,State of Good Repair - System Replacements - Roofs,State of Good Repair ,sca_cp_programs_FY2020-24,0101000020E610000042DCCBB22B7952C03CA48C08EF6C4440
Bronx,X896,,,,,,,,,DSF0000800266,"7,332",10,P.S. 279 ANNEX,Classroom Connectivity,School Programs,sca_cp_programs_FY2015-19,0101000020E6100000EAAFF912D17952C07C38068BBE6D4440
Bronx,X817,,,,,,,,,DSF0000797359,"308,450",75X,P.S. 811 ANNEX,State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000002ACCE431CE7852C00095E558FA6A4440
Brooklyn,K853,,,,,,,,,DSF0000897264,314288,75K,P.S. 93 AX (ECF BD STUY ECC2),State of Good Repair - System Replacements - Exterior Masonry,State of Good Repair ,sca_cp_programs_FY2020-24,0101000020E6100000834635EC827C52C086AC8BC5F6564440
Brooklyn,K812,,,,,,,,,DSF0000866855,"24,000",15,P.S. 1 ANNEX,State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000EF94B9B49E8052C0A7783221FE524440
Brooklyn,K908,,,,,,,,,DSF0000799763,"18,592",15,P.S. 230 ANNEX,State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000F11D7632B27E52C0F86717B168524440
Brooklyn,K656,,,,,,,,,DSF0000784015,"894,687",78K,BKLYN HS OF THE ARTS AX (S J HL),State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000F7AD9F6BC37E52C09C613DCD9D574440
Brooklyn,K656,,,,,,,,,DSF0000784014,"1,169,604",78K,BKLYN HS OF THE ARTS AX (S J HL),State of Good Repair - Building Upgrade - Low-Voltage Electrical System,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000F7AD9F6BC37E52C09C613DCD9D574440
Brooklyn,K656,,,,,,,,,DSF0000784013,"1,865,707",78K,BKLYN HS OF THE ARTS AX (S J HL),State of Good Repair - Building Upgrade - Climate Control,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000F7AD9F6BC37E52C09C613DCD9D574440
Brooklyn,K656,,,,,,,,,DSF0000784033,"3,332,090",78K,BKLYN HS OF THE ARTS AX (S J HL),"State of Good Repair - System Replacements - Domestic Piping
Fire System Sprinklers",State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000F7AD9F6BC37E52C09C613DCD9D574440
Brooklyn,K656,,,,,,,,,DSF0000798263,"8,243,736",78K,BKLYN HS OF THE ARTS AX (S J HL),State of Good Repair - Building Upgrade - Boiler Conversion,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000F7AD9F6BC37E52C09C613DCD9D574440
Brooklyn,K877,,,,,,,,,DSF0000777494,"37,102",75K,P.S. 369 AX-(OL 396X/FLTB TN HL),Safety and Security - Safety and Security - Emergency Lighting and Fire Safety Retrofits,Safety and Security ,sca_cp_programs_FY2015-19,0101000020E6100000D268FA1B447D52C05393FCCE04534440
Brooklyn,K877,,,,,,,,,DSF0000784472,"238,641",75K,P.S. 369 AX-(OL 396X/FLTB TN HL),State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000D268FA1B447D52C05393FCCE04534440
Brooklyn,K877,,,,,,,,,DSF0000897420,296950,75K,P.S. 369 AX-(OL 396X/FLTB TN HL),State of Good Repair - Building Upgrade - Flood Elimination,State of Good Repair ,sca_cp_programs_FY2020-24,0101000020E6100000D268FA1B447D52C05393FCCE04534440
Brooklyn,K877,,,,,,,,,DSF0000897423,1427100,75K,P.S. 369 AX-(OL 396X/FLTB TN HL),State of Good Repair - System Replacements - Exterior Masonry,State of Good Repair ,sca_cp_programs_FY2020-24,0101000020E6100000D268FA1B447D52C05393FCCE04534440
Brooklyn,K877,,,,,,,,,DSF0000897422,1704069,75K,P.S. 369 AX-(OL 396X/FLTB TN HL),State of Good Repair - System Replacements - Windows,State of Good Repair ,sca_cp_programs_FY2020-24,0101000020E6100000D268FA1B447D52C05393FCCE04534440
Brooklyn,K892,,,,,,,,,DSF0000798589,"232,034",17,P.S. 221 MINISCHOOL,State of Good Repair - Building Upgrade - Low-Voltage Electrical System,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000A291A93AE87B52C0610B9926F4544440
Brooklyn,K848,,,,,,,,,DSF0000866857,"12,000",19,P.S. 149 ANNEX,State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000009DD103EE467952C0004CE6DE8C554440
Brooklyn,K848,,,,,,,,,DSF0000807608,"210,088",19,P.S. 149 ANNEX,State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000009DD103EE467952C0004CE6DE8C554440
Brooklyn,K932,,,,,,,,,DSF0000843640,"157,838",78K,HIGH SCHOOL SUSPENSION CENTER,State of Good Repair - System Replacements - Toilets - Students,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000797914A3BE7852C018B74A9D02564440
Brooklyn,K940,,,,,,,,,DSF0000798402,"301,714",20,I.S. 30,State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000D43C51EA7C8152C0898640B214514440
Brooklyn,K940,,,,,,,,,DSF0000799841,"31,659",20,I.S. 30,State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000D43C51EA7C8152C0898640B214514440
Brooklyn,K934,,,,,,,,,DSF0000829999,"3,304,261",78K,FORT HAMILTON HS MODULAR UNIT,State of Good Repair - System Replacements - Roofs,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000091130B2C908252C02B164B2A5C504440
Brooklyn,K776,,,,,,,,,DSF0000797971,"889,262",22,PS 152 ANNEX,State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000002F698AD4547D52C0F370D3D764514440
Brooklyn,K729,,,,,,,,,DSF0000867152,"147,768",22,P.S. 207 ANNEX,New/Retrofit Telephone/Intercom Systems,School Programs,sca_cp_programs_FY2015-19,0101000020E6100000A7A39B97F37B52C0CC56C9D2664F4440
Brooklyn,K854,,,,,,,,,DSF0000865743,"224,603",23,P.S. 178 AX (BED STUY ECC 1),System Expansion - New Physical Education Facilities - Playgrounds,System Expansion ,sca_cp_programs_FY2015-19,0101000020E610000080D16674C57A52C09D78B26BF9554440
Queens,Q269,,,,,,,,,DSF0000843795,"165,456",24,P.S./I.S. 269,Classroom Connectivity,School Programs,sca_cp_programs_FY2015-19,0101000020E610000035FA96E9397852C06DE4A66C285E4440
Queens,Q269,,,,,,,,,DSF0000912111,180000,24,P.S./I.S. 269,State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2020-24,0101000020E610000035FA96E9397852C06DE4A66C285E4440
Queens,Q848,,,,,,,,,DSF0000815382,"101,351",24,P.S. 81 ANNEX (OLD 75),State of Good Repair - System Replacements - Toilets - Students,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000EABA79B75C7A52C0879F4AC2475A4440
Queens,Q878,,,,,,,,,DSF0000867140,"121,758",24,P.S. 128 ANNEX,New/Retrofit Telephone/Intercom Systems,School Programs,sca_cp_programs_FY2015-19,0101000020E6100000C23BB16FCA7852C069FF6650895B4440
Queens,Q859,,,,,,,,,DSF0000799710,"178,027",78Q,REGION 3 / ROC C,State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000A61A13A34E7552C0B65F4A6A95624440
Queens,Q859,,,,,,,,,DSF0000888852,"82,556",78Q,REGION 3 / ROC C,State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000A61A13A34E7552C0B65F4A6A95624440
Queens,Q859,,,,,,,,,DSF0000844132,"166,675",78Q,REGION 3 / ROC C,"State of Good Repair - System Replacements - Heating Plant Upgrade
Air Conditioning Split System",State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000A61A13A34E7552C0B65F4A6A95624440
Queens,Q858,,,,,,,,,DSF0000866945,"30,988",26,P.S. 188 ANNEX,State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000DD076C35617052C07D989CC4225E4440
Queens,Q907,,,,,,,,,DSF0000800332,"3,848,760",27,P.S. 43 ANNEX,State of Good Repair - Building Upgrade - Flood Elimination,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000D9B3CD2FAB7052C0D198B5BCFA4B4440
Queens,Q907,,,,,,,,,DSF0000867143,"103,170",27,P.S. 43 ANNEX,New/Retrofit Telephone/Intercom Systems,School Programs,sca_cp_programs_FY2015-19,0101000020E6100000D9B3CD2FAB7052C0D198B5BCFA4B4440
Queens,Q907,,,,,,,,,DSF0000800331,"678,474",27,P.S. 43 ANNEX,State of Good Repair - Building Upgrade - Interior Spaces,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000D9B3CD2FAB7052C0D198B5BCFA4B4440
Queens,Q048,,,,,,,,,DSF0000788373,"732,456",28,P.S. 48,State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000C7443F1A027352C0FE9C89E5D8584440
Queens,Q048,,,,,,,,,DSF0000801073,"121,555",28,P.S. 48,State of Good Repair - Building Upgrade - Reinforcing Support Elements,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000C7443F1A027352C0FE9C89E5D8584440
Queens,Q048,,,,,,,,,DSF0000408987,"3,071,720",28,P.S. 48,State of Good Repair - Building Upgrade - Flood Elimination,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000C7443F1A027352C0FE9C89E5D8584440
Queens,Q278,,,,,,,,,DSF0000867167,"98,425",28,PS 182 ANNEX,New/Retrofit Telephone/Intercom Systems,School Programs,sca_cp_programs_FY2015-19,0101000020E610000055759656557352C015C1DB446F5A4440
Queens,Q278,,,,,,,,,DSF0000912112,120000,28,PS 182 ANNEX,State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2020-24,0101000020E610000055759656557352C015C1DB446F5A4440
Queens,Q836,,,,,,,,,DSF0000822094,"252,329",29,P.S. 36 MINISCHOOL,State of Good Repair - System Replacements - Roofs,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000B3C006DAE37052C0A31DA90E6D584440
Staten Island,R801,,,,,,,,,DSF0000793425,"251,009",78R,AUX. SERV - ST. GEORGE SCHOOL,State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000FBF5CBDDF18452C023400B89C7514440
Staten Island,R802,,,,,,,,,DSF0000866960,"13,336",31,P.S. 1 ANNEX,State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000057567DA09F8F52C02CCE5A1C28414440
Staten Island,R826,,,,,,,,,DSF0000866962,"9,534",31,P.S. 3 ANNEX,State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000B1F72B643F8E52C0022D37611F414440
Staten Island,R826,,,,,,,,,DSF0000838676,"854,138",31,P.S. 3 ANNEX,State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000B1F72B643F8E52C0022D37611F414440
Staten Island,R826,,,,,,,,,DSF0000798340,"417,041",31,P.S. 3 ANNEX,State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000B1F72B643F8E52C0022D37611F414440
Staten Island,R025,,,,,,,,,DSF0000792581,"234,121",75R,P.S. 25 ANNEX (OLD 4),State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000000DE4F700348F52C09C5BF80118454440
Staten Island,R025,,,,,,,,,DSF0000866183,"78,888",75R,P.S. 25 ANNEX (OLD 4),State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000000DE4F700348F52C09C5BF80118454440
Staten Island,R025,,,,,,,,,DSF0000866053,"170,000",75R,P.S. 25 ANNEX (OLD 4),State of Good Repair - System Replacements - Toilets - Students,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000000DE4F700348F52C09C5BF80118454440
Staten Island,R844,,,,,,,,,DSF0000798347,"151,924",31,P.S. 36 ANNEX,State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000008189B68AA18B52C0640CC69BB4454440
Staten Island,R844,,,,,,,,,DSF0000866965,"21,000",31,P.S. 36 ANNEX,State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000008189B68AA18B52C0640CC69BB4454440
Brooklyn,K802,,,,,,,,,DSF0000798423,"935,628",33K,CENT HEADQTRS (131 LIV),State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000319A95ED437F52C0C82764E76D584440
Staten Island,R818,,,,,,,,,DSF0000800333,"91,487",75R,P.S. 37 TRANSPORTABLE,"System Expansion - New Construction-Additional Capacity - Transportables
Interior Spaces",System Expansion ,sca_cp_programs_FY2015-19,0101000020E610000017BD291F798952C0D832BEE2FA464440
Staten Island,R843,,,,,,,,,DSF0000798345,"242,420",75R,P.S. 37 MINISCHOOL (OLD P32),State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000017BD291F798952C0D832BEE2FA464440
Staten Island,R843,,,,,,,,,DSF0000888914,3000000,75R,P.S. 37 MINISCHOOL (OLD P32),State of Good Repair - Rehabilitation of Physical Education Facilities - Playground Redevelopment,State of Good Repair ,sca_cp_programs_FY2020-24,0101000020E610000017BD291F798952C0D832BEE2FA464440
Staten Island,R848,,,,,,,,,DSF0000866966,"3,000",31,P.S. 42 ANNEX,State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000007FFED8BDCE8A52C0AE54650CA4464440
Staten Island,R848,,,,,,,,,DSF0000793508,"237,932",31,P.S. 42 ANNEX,State of Good Repair - System Replacements - Toilets - Students,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000007FFED8BDCE8A52C0AE54650CA4464440
Staten Island,R885,,,,,,,,,DSF0000866969,"9,000",31,P.S. 80 AX(PETR COMPL-BLDG D),State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000D7F1859A858652C04D662CF0DE4D4440
Staten Island,R886,,,,,,,,,DSF0000866970,"3,000",31,P.S. 80 AX(PETR COMPL-BLDG C),State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000D7F1859A858652C04D662CF0DE4D4440
Staten Island,R884,,,,,,,,,DSF0000866968,"3,000",75R,P.S. 373 AX (PTR COMP-BLDG J),State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000D7F1859A858652C04D662CF0DE4D4440
Brooklyn,K842,,,,,,,,,DSF0000851654,"205,313",32,P.S. 45 AX (OLD BS RDGWD ECC1),"State of Good Repair - System Replacements - Heating Plant Upgrade
Ventilation",State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000E40F5CD6217A52C010E924830F584440
Brooklyn,K799,,,,,,,,,DSF0000843223,"1,312,968",78K,BROOKLYN EAST ALTERNATIVE LEARNING CENTER,State of Good Repair - System Replacements - Windows,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000EDFA04557F7B52C029666DD9DD594440
Brooklyn,K799,,,,,,,,,DSF0000822169,"3,749,214",78K,BROOKLYN EAST ALTERNATIVE LEARNING CENTER,State of Good Repair - System Replacements - Exterior Masonry,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000EDFA04557F7B52C029666DD9DD594440
Brooklyn,K799,,,,,,,,,DSF0000843221,"624,355",78K,BROOKLYN EAST ALTERNATIVE LEARNING CENTER,State of Good Repair - System Replacements - Roofs,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000EDFA04557F7B52C029666DD9DD594440
