borough,buildingid,actualestcompletion,constrstart,designstart,forecastcapacity,fundingreqd,location,neededtocomplete,previousappropriations,projectid,totalestcost,district,schoolname,description,type,source,geom
Brooklyn,K152,,,,,,,,,DSF0000822188,"1,639,536",22,P.S. 152,State of Good Repair - Rehabilitation of Physical Education Facilities - Playground Redevelopment,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000A0FD4811197D52C0ED6305BF0D514440
Brooklyn,K193,,,,,,,,,DSF0000821910,"1,650,249",22,P.S. 193,State of Good Repair - Rehabilitation of Physical Education Facilities - Playground Redevelopment,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000C9AEB48CD47C52C0179E978A8D4F4440
Brooklyn,K193,,,,,,,,,DSF0000803976,"101,351",22,P.S. 193,State of Good Repair - System Replacements - Toilets - Students,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000C9AEB48CD47C52C0179E978A8D4F4440
Brooklyn,K194,,,,,,,,,DSF0000799529,"1,144,105",22,P.S. 194,State of Good Repair - Rehabilitation of Physical Education Facilities - Playground Redevelopment,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000051F69672BE7B52C05C548B88624C4440
Brooklyn,K194,,,,,,,,,SCA0000026654,"1,689,951",22,P.S. 194,State of Good Repair - System Replacements - Exterior Masonry,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000051F69672BE7B52C05C548B88624C4440
Brooklyn,K194,,,,,,,,,DSF0000799794,"2,058,049",22,P.S. 194,State of Good Repair - System Replacements - Roofs,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000051F69672BE7B52C05C548B88624C4440
Brooklyn,K194,,,,,,,,,DSF0000799793,"585,975",22,P.S. 194,State of Good Repair - System Replacements - Windows,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000051F69672BE7B52C05C548B88624C4440
Brooklyn,K194,,,,,,,,,DSF0000866806,"6,000",22,P.S. 194,State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000051F69672BE7B52C05C548B88624C4440
Brooklyn,K194,,,,,,,,,DSF0000780676,"1,313,186",22,P.S. 194,State of Good Repair - System Replacements - Parapets,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000051F69672BE7B52C05C548B88624C4440
Brooklyn,K195,,,,,,,,,DSF0000780694,"728,120",22,P.S. 195,State of Good Repair - Building Upgrade - Climate Control,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000FB95CE87677C52C037514B732B4A4440
Brooklyn,K195,,,,,,,,,DSF0000800314,"643,986",22,P.S. 195,State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000FB95CE87677C52C037514B732B4A4440
Brooklyn,K195,,,,,,,,,DSF0000799410,"380,974",22,P.S. 195,State of Good Repair - Building Upgrade - Interior Spaces,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000FB95CE87677C52C037514B732B4A4440
Brooklyn,K195,,,,,,,,,DSF0000800325,"3,914,266",22,P.S. 195,State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000FB95CE87677C52C037514B732B4A4440
Brooklyn,K195,,,,,,,,,DSF0000799411,"4,181,819",22,P.S. 195,State of Good Repair - Building Upgrade - Flood Elimination,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000FB95CE87677C52C037514B732B4A4440
Brooklyn,K195,,,,,,,,,DSF0000780696,"669,405",22,P.S. 195,State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000FB95CE87677C52C037514B732B4A4440
Brooklyn,K195,,,,,,,,,DSF0000780701,"1,467,442",22,P.S. 195,State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000FB95CE87677C52C037514B732B4A4440
Brooklyn,K197,,,,,,,,,DSF0000848403,"8,730,903",22,P.S. 197,State of Good Repair - System Replacements - Exterior Masonry,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000006FB72407EC7C52C082E3326E6A4E4440
Brooklyn,K197,,,,,,,,,DSF0000865969,"170,000",22,P.S. 197,State of Good Repair - System Replacements - Toilets - Students,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000006FB72407EC7C52C082E3326E6A4E4440
Brooklyn,K197,,,,,,,,,DSF0000848400,"1,846,716",22,P.S. 197,State of Good Repair - Building Upgrade - Flood Elimination,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000006FB72407EC7C52C082E3326E6A4E4440
Brooklyn,K197,,,,,,,,,DSF0000866190,"2,895,094",22,P.S. 197,State of Good Repair - System Replacements - Roofs,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000006FB72407EC7C52C082E3326E6A4E4440
Brooklyn,K197,,,,,,,,,DSF0000799544,"187,687",22,P.S. 197,State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000006FB72407EC7C52C082E3326E6A4E4440
Brooklyn,K197,,,,,,,,,DSF0000848402,"2,693,717",22,P.S. 197,State of Good Repair - System Replacements - Parapets,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000006FB72407EC7C52C082E3326E6A4E4440
Brooklyn,K197,,,,,,,,,DSF0000866191,"2,296,992",22,P.S. 197,State of Good Repair - System Replacements - Windows,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000006FB72407EC7C52C082E3326E6A4E4440
Brooklyn,K197,,,,,,,,,DSF0000888808,"807,850",22,P.S. 197,State of Good Repair - System Replacements - Domestic Piping,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000006FB72407EC7C52C082E3326E6A4E4440
Brooklyn,K197,,,,,,,,,DSF0000866109,"77,690",22,P.S. 197,State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000006FB72407EC7C52C082E3326E6A4E4440
Brooklyn,K198,,,,,,,,,DSF0000735361,"1,220,119",22,P.S. 198,State of Good Repair - Building Upgrade - Elevators and Escalators,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000FB90B75CFD7B52C0D3C1FA3F87514440
Brooklyn,K198,,,,,,,,,DSF0000799532,"1,653,741",22,P.S. 198,State of Good Repair - Rehabilitation of Physical Education Facilities - Playground Redevelopment,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000FB90B75CFD7B52C0D3C1FA3F87514440
Brooklyn,K198,,,,,,,,,DSF0000758235,"2,253,463",22,P.S. 198,State of Good Repair - System Replacements - Windows,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000FB90B75CFD7B52C0D3C1FA3F87514440
Brooklyn,K198,,,,,,,,,DSF0000780760,"1,557,943",22,P.S. 198,State of Good Repair - System Replacements - Roofs,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000FB90B75CFD7B52C0D3C1FA3F87514440
Brooklyn,K198,,,,,,,,,DSF0000780761,"690,095",22,P.S. 198,State of Good Repair - System Replacements - Parapets,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000FB90B75CFD7B52C0D3C1FA3F87514440
Brooklyn,K198,,,,,,,,,DSF0000848425,"102,524",22,P.S. 198,State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000FB90B75CFD7B52C0D3C1FA3F87514440
Brooklyn,K198,,,,,,,,,DSF0000758236,"2,663,723",22,P.S. 198,State of Good Repair - System Replacements - Exterior Masonry,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000FB90B75CFD7B52C0D3C1FA3F87514440
Brooklyn,K203,,,,,,,,,DSF0000867137,"207,054",22,P.S. 203,New/Retrofit Telephone/Intercom Systems,School Programs,sca_cp_programs_FY2015-19,0101000020E61000002BDD5D67437B52C04E4700378B4F4440
Brooklyn,K203,,,,,,,,,DSF0000799728,"116,404",22,P.S. 203,State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000002BDD5D67437B52C04E4700378B4F4440
Brooklyn,K206,,,,,,,,,DSF0000735507,"1,325,466",22,P.S. 206,State of Good Repair - Building Upgrade - Low-Voltage Electrical System,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000E2EA0088BB7C52C076525F96764C4440
Brooklyn,K207,,,,,,,,,DSF0000804258,"101,351",22,P.S. 207,State of Good Repair - System Replacements - Toilets - Students,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000EA03C93B877B52C0A5F3E159824E4440
Brooklyn,K207,,,,,,,,,DSF0000777474,"101,858",22,P.S. 207,Safety and Security - Safety and Security - Emergency Lighting and Fire Safety Retrofits,Safety and Security ,sca_cp_programs_FY2015-19,0101000020E6100000EA03C93B877B52C0A5F3E159824E4440
Brooklyn,K217,,,,,,,,,DSF0000912062,180000,22,P.S. 217,State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2020-24,0101000020E6100000FBEB1516DC7D52C0B728B34126514440
Brooklyn,K217,,,,,,,,,DSF0000865974,"170,000",22,P.S. 217,State of Good Repair - System Replacements - Toilets - Students,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000FBEB1516DC7D52C0B728B34126514440
Brooklyn,K217,,,,,,,,,DSF0000801043,"85,848",22,P.S. 217,State of Good Repair - System Replacements - Kitchen Areas,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000FBEB1516DC7D52C0B728B34126514440
Brooklyn,K217,,,,,,,,,DSF0000804446,"543,913",22,P.S. 217,State of Good Repair - Building Upgrade - Flood Elimination,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000FBEB1516DC7D52C0B728B34126514440
Brooklyn,K217,,,,,,,,,DSF0000866111,"77,690",22,P.S. 217,State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000FBEB1516DC7D52C0B728B34126514440
Brooklyn,K217,,,,,,,,,DSF0000867138,"232,090",22,P.S. 217,New/Retrofit Telephone/Intercom Systems,School Programs,sca_cp_programs_FY2015-19,0101000020E6100000FBEB1516DC7D52C0B728B34126514440
Brooklyn,K217,,,,,,,,,DSF0000758598,"2,334,805",22,P.S. 217,State of Good Repair - System Replacements - Exterior Masonry,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000FBEB1516DC7D52C0B728B34126514440
Brooklyn,K217,,,,,,,,,DSF0000799549,"126,384",22,P.S. 217,State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000FBEB1516DC7D52C0B728B34126514440
Brooklyn,K217,,,,,,,,,DSF0000781142,"2,848,912",22,P.S. 217,State of Good Repair - System Replacements - Parapets,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000FBEB1516DC7D52C0B728B34126514440
Brooklyn,K217,,,,,,,,,DSF0000781143,"5,911,934",22,P.S. 217,State of Good Repair - System Replacements - Windows,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000FBEB1516DC7D52C0B728B34126514440
Brooklyn,K222,,,,,,,,,DSF0000867145,"225,075",22,P.S. 222,New/Retrofit Telephone/Intercom Systems,School Programs,sca_cp_programs_FY2015-19,0101000020E61000006C0A6476167C52C0598AE42B814E4440
Brooklyn,K222,,,,,,,,,DSF0000865975,"170,000",22,P.S. 222,State of Good Repair - System Replacements - Toilets - Students,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000006C0A6476167C52C0598AE42B814E4440
Brooklyn,K234,,,,,,,,,DSF0000822243,"73,207",22,I.S. 234,State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000063B48EAA267D52C068CBB914574D4440
Brooklyn,K234,,,,,,,,,DSF0000776046,"618,400",22,I.S. 234,IP Surveillance Camera Installation,School Programs,sca_cp_programs_FY2015-19,0101000020E610000063B48EAA267D52C068CBB914574D4440
Brooklyn,K236,,,,,,,,,DSF0000849125,"338,833",22,P.S. 236,State of Good Repair - System Replacements - Fencing,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000E5266A696E7A52C06133C005D94E4440
Brooklyn,K236,,,,,,,,,DSF0000775684,"7,266,552",22,P.S. 236,State of Good Repair - System Replacements - Exterior Masonry,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000E5266A696E7A52C06133C005D94E4440
Brooklyn,K236,,,,,,,,,DSF0000866225,"185,141",22,P.S. 236,New/Retrofit Telephone/Intercom Systems,School Programs,sca_cp_programs_FY2015-19,0101000020E6100000E5266A696E7A52C06133C005D94E4440
Brooklyn,K236,,,,,,,,,DSF0000844159,"6,038,834",22,P.S. 236,State of Good Repair - Rehabilitation of Physical Education Facilities - Playground Redevelopment,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000E5266A696E7A52C06133C005D94E4440
Brooklyn,K236,,,,,,,,,DSF0000781499,"3,025,662",22,P.S. 236,State of Good Repair - System Replacements - Roofs,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000E5266A696E7A52C06133C005D94E4440
Brooklyn,K236,,,,,,,,,DSF0000804795,"823,692",22,P.S. 236,State of Good Repair - Building Upgrade - Flood Elimination,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000E5266A696E7A52C06133C005D94E4440
Brooklyn,K236,,,,,,,,,DSF0000781500,"4,868,890",22,P.S. 236,State of Good Repair - System Replacements - Parapets,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000E5266A696E7A52C06133C005D94E4440
Brooklyn,K240,,,,,,,,,DSF0000912065,440000,22,I.S. 240,State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2020-24,0101000020E61000001079CBD58F7C52C0D107CBD8D04F4440
Brooklyn,K240,,,,,,,,,DSF0000804879,"124,940",22,I.S. 240,State of Good Repair - System Replacements - Auditorium  Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000001079CBD58F7C52C0D107CBD8D04F4440
Brooklyn,K240,,,,,,,,,DSF0000781566,"1,209,021",22,I.S. 240,State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000001079CBD58F7C52C0D107CBD8D04F4440
Brooklyn,K251,,,,,,,,,DSF0000912068,190000,22,P.S. 251,State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2020-24,0101000020E610000074B7EBA5297B52C0B1F7E28BF6504440
Brooklyn,K251,,,,,,,,,DSF0000781763,"240,191",22,P.S. 251,Safety and Security - Safety and Security - Safety Systems,Safety and Security ,sca_cp_programs_FY2015-19,0101000020E610000074B7EBA5297B52C0B1F7E28BF6504440
Brooklyn,K251,,,,,,,,,DSF0000759194,"2,073,416",22,P.S. 251,State of Good Repair - System Replacements - Parapets,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000074B7EBA5297B52C0B1F7E28BF6504440
Brooklyn,K251,,,,,,,,,DSF0000759195,"2,281,485",22,P.S. 251,State of Good Repair - System Replacements - Exterior Masonry,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000074B7EBA5297B52C0B1F7E28BF6504440
Brooklyn,K251,,,,,,,,,DSF0000759193,"3,009,066",22,P.S. 251,State of Good Repair - System Replacements - Roofs,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000074B7EBA5297B52C0B1F7E28BF6504440
Brooklyn,K251,,,,,,,,,DSF0000805048,"1,019,539",22,P.S. 251,State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000074B7EBA5297B52C0B1F7E28BF6504440
Brooklyn,K251,,,,,,,,,DSF0000798646,"451,531",22,P.S. 251,State of Good Repair - System Replacements - Windows,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000074B7EBA5297B52C0B1F7E28BF6504440
Brooklyn,K254,,,,,,,,,DSF0000798618,"138,894",22,P.S. 254,State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000AC376A85E97C52C032E719FB924B4440
Brooklyn,K254,,,,,,,,,DSF0000801067,"521,194",22,P.S. 254,State of Good Repair - System Replacements - Roofs,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000AC376A85E97C52C032E719FB924B4440
Brooklyn,K254,,,,,,,,,DSF0000781815,"1,563,066",22,P.S. 254,State of Good Repair - System Replacements - Roofs,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000AC376A85E97C52C032E719FB924B4440
Brooklyn,K254,,,,,,,,,DSF0000781814,"1,671,902",22,P.S. 254,State of Good Repair - Building Upgrade - Flood Elimination,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000AC376A85E97C52C032E719FB924B4440
Brooklyn,K254,,,,,,,,,DSF0000798617,"3,937,941",22,P.S. 254,State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000AC376A85E97C52C032E719FB924B4440
Brooklyn,K254,,,,,,,,,DSF0000781813,"501,324",22,P.S. 254,State of Good Repair - Building Upgrade - Climate Control,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000AC376A85E97C52C032E719FB924B4440
Staten Island,R023,,,,,,,,,DSF0000867111,"156,728",31,P.S. 23,New/Retrofit Telephone/Intercom Systems,School Programs,sca_cp_programs_FY2015-19,0101000020E61000009C1551137D8852C03F73D6A71C494440
Brooklyn,K254,,,,,,,,,DSF0000781824,"1,423,360",22,P.S. 254,"State of Good Repair - System Replacements - Heating Plant Upgrade
Ventilation",State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000AC376A85E97C52C032E719FB924B4440
Brooklyn,K255,,,,,,,,,DSF0000912237,1902,22,P.S. 255,State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2020-24,0101000020E6100000639AE95E277D52C0662FDB4E5B4D4440
Brooklyn,K255,,,,,,,,,DSF0000799691,"124,581",22,P.S. 255,State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000639AE95E277D52C0662FDB4E5B4D4440
Brooklyn,K269,,,,,,,,,DSF0000799555,"800,856",22,P.S. 269,State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000001E1A16A3AE7C52C055A69883A0514440
Brooklyn,K269,,,,,,,,,DSF0000782061,"2,114,044",22,P.S. 269,State of Good Repair - System Replacements - Roofs,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000001E1A16A3AE7C52C055A69883A0514440
Brooklyn,K269,,,,,,,,,DSF0000782062,"2,003,857",22,P.S. 269,State of Good Repair - System Replacements - Parapets,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000001E1A16A3AE7C52C055A69883A0514440
Brooklyn,K269,,,,,,,,,DSF0000736572,"3,362,998",22,P.S. 269,State of Good Repair - System Replacements - Exterior Masonry,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000001E1A16A3AE7C52C055A69883A0514440
Brooklyn,K277,,,,,,,,,DSF0000798259,"1,308,500",22,P.S. 277,State of Good Repair - Building Upgrade - Climate Control,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000003DF03158717B52C04356B77A4E4C4440
Brooklyn,K277,,,,,,,,,DSF0000798258,"4,610,904",22,P.S. 277,State of Good Repair - Building Upgrade - Boiler Conversion,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000003DF03158717B52C04356B77A4E4C4440
Brooklyn,K277,,,,,,,,,DSF0000849756,"51,038",22,P.S. 277,State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000003DF03158717B52C04356B77A4E4C4440
Queens,Q405,,,,,,,,,DSF0000868138,"600,000",78Q,BAYSIDE HS,IP Surveillance Camera Installation,School Programs,sca_cp_programs_FY2015-19,0101000020E6100000C74CA25EF07152C022C32ADEC8624440
Brooklyn,K277,,,,,,,,,DSF0000777478,"103,889",22,P.S. 277,Safety and Security - Safety and Security - Emergency Lighting and Fire Safety Retrofits,Safety and Security ,sca_cp_programs_FY2015-19,0101000020E61000003DF03158717B52C04356B77A4E4C4440
Brooklyn,K277,,,,,,,,,DSF0000782213,"31,659",22,P.S. 277,State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000003DF03158717B52C04356B77A4E4C4440
Brooklyn,K278,,,,,,,,,DSF0000821903,"91,005",22,I.S. 278,State of Good Repair - System Replacements - Auditorium  Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000000A4CA7751B7C52C0280F0BB5A64D4440
Brooklyn,K278,,,,,,,,,DSF0000827876,"105,579",22,I.S. 278,"State of Good Repair - System Replacements - Domestic Piping
Waste System",State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000000A4CA7751B7C52C0280F0BB5A64D4440
Brooklyn,K312,,,,,,,,,DSF0000799863,"74,017",22,P.S. 312,State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000004E5FCFD72C7A52C0952710768A4F4440
Brooklyn,K312,,,,,,,,,DSF0000782718,"1,395,933",22,P.S. 312,State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000004E5FCFD72C7A52C0952710768A4F4440
Brooklyn,K312,,,,,,,,,DSF0000828317,"1,062,174",22,P.S. 312,State of Good Repair - Building Upgrade - Flood Elimination,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000004E5FCFD72C7A52C0952710768A4F4440
Brooklyn,K312,,,,,,,,,DSF0000866834,"3,000",22,P.S. 312,State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000004E5FCFD72C7A52C0952710768A4F4440
Brooklyn,K864,,,,,,,,,DSF0000822151,"101,351",22,P.S. 361 (OLD 89),State of Good Repair - System Replacements - Toilets - Students,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000006D020CCB9F7C52C009A4C4AEED514440
Brooklyn,K405,,,,,,,,,DSF0000868115,"600,000",78K,MIDWOOD HS,IP Surveillance Camera Installation,School Programs,sca_cp_programs_FY2015-19,0101000020E61000003D9AEAC9FC7C52C0FFCEF6E80D514440
Brooklyn,K405,,,,,,,,,DSF0000799561,"413,475",78K,MIDWOOD HS,State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000003D9AEAC9FC7C52C0FFCEF6E80D514440
Brooklyn,K405,,,,,,,,,DSF0000783257,"364,180",78K,MIDWOOD HS,"State of Good Repair - System Replacements - Heating Plant Upgrade
Ventilation",State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000003D9AEAC9FC7C52C0FFCEF6E80D514440
Brooklyn,K405,,,,,,,,,DSF0000760638,"2,966,119",78K,MIDWOOD HS,State of Good Repair - Building Upgrade - Low-Voltage Electrical System,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000003D9AEAC9FC7C52C0FFCEF6E80D514440
Brooklyn,K405,,,,,,,,,DSF0000888933,"450,000",78K,MIDWOOD HS,State of Good Repair - System Replacements - Cafeteria / Multipurpose Room Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000003D9AEAC9FC7C52C0FFCEF6E80D514440
Brooklyn,K405,,,,,,,,,DSF0000777218,"362,826",78K,MIDWOOD HS,State of Good Repair - System Replacements - Auditorium  Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000003D9AEAC9FC7C52C0FFCEF6E80D514440
Brooklyn,K275,,,,,,,,,DSF0000843917,"101,725",23,I.S. 275,"Educational Enhancements - Educational Enhancements - School Improvement and Restructuring
Technology",Educational Enhancements ,sca_cp_programs_FY2015-19,0101000020E6100000691D554D107A52C0DFF94509FA534440
Brooklyn,K275,,,,,,,,,DSF0000782173,"36,203",23,I.S. 275,State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000691D554D107A52C0DFF94509FA534440
Brooklyn,K275,,,,,,,,,DSF0000865981,"170,000",23,I.S. 275,State of Good Repair - System Replacements - Toilets - Students,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000691D554D107A52C0DFF94509FA534440
Brooklyn,K275,,,,,,,,,DSF0000866825,"12,000",23,I.S. 275,State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000691D554D107A52C0DFF94509FA534440
Brooklyn,K425,,,,,,,,,DSF0000753104,"6,562,598",78K,JAMES MADISON HS,State of Good Repair - Rehabilitation of Physical Education Facilities - Swimming Pools,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000044F7AC6BB47C52C00FB8AE98114E4440
Brooklyn,K425,,,,,,,,,DSF0000806643,"125,412",78K,JAMES MADISON HS,State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000044F7AC6BB47C52C00FB8AE98114E4440
Brooklyn,K425,,,,,,,,,DSF0000752896,"588,571",78K,JAMES MADISON HS,State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000044F7AC6BB47C52C00FB8AE98114E4440
Brooklyn,K425,,,,,,,,,DSF0000799564,"370,228",78K,JAMES MADISON HS,State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000044F7AC6BB47C52C00FB8AE98114E4440
Brooklyn,K425,,,,,,,,,DSF0000806647,"95,073",78K,JAMES MADISON HS,State of Good Repair - System Replacements - Auditorium  Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000044F7AC6BB47C52C00FB8AE98114E4440
Brooklyn,K425,,,,,,,,,DSF0000868116,"600,000",78K,JAMES MADISON HS,IP Surveillance Camera Installation,School Programs,sca_cp_programs_FY2015-19,0101000020E610000044F7AC6BB47C52C00FB8AE98114E4440
Brooklyn,K425,,,,,,,,,DSF0000799898,"1,033,396",78K,JAMES MADISON HS,State of Good Repair - Building Upgrade - Low-Voltage Electrical System,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000044F7AC6BB47C52C00FB8AE98114E4440
Brooklyn,K917,,,,,,,,,DSF0000799738,"16,079",78K,BKLYN COLL ACAD (BRIDGES TO K),State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000231631EC307E52C01FF296AB1F534440
Brooklyn,K917,,,,,,,,,DSF0000784545,"572,276",78K,BKLYN COLL ACAD (BRIDGES TO K),State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000231631EC307E52C01FF296AB1F534440
Brooklyn,K495,,,,,,,,,DSF0000912078,410000,78K,FRANK J. MACCHIAROLA EDUCATIONAL COMPLEX,State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2020-24,0101000020E6100000C3651536037C52C065E256410C4C4440
